,기입날짜,별점,옵션,후기,sentiment,
27,23.03.11.,3,"해피테라스 삼각티백: 우슬차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",종류가 많아 골라먹기 좋아요,1,
28,23.03.11.,3,"해피테라스 삼각티백: 차가버섯 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",종류가 많아 골라먹기 좋아요,1,
29,23.03.11.,3,"해피테라스 삼각티백: 칡차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",종류가 많아 골라먹기 좋아요,1,
30,23.03.11.,3,"해피테라스 삼각티백: 쑥차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요","구수하고 좋아요, 종류가 많아 골라먹기 좋아요",1,
31,23.03.11.,3,"해피테라스 삼각티백: 바나바잎차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",종류가 많아 골라먹기 좋아요,1,
32,23.03.11.,3,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",전에 먹던거라 그냥 구매했어요,1,
33,23.01.05.,3,해피테라스 삼각티백: 솔잎차 10티백,별로에요 향도 잘 안 나고 그냥 그래요,0,
34,22.12.24.,3,해피테라스 삼각티백: 생강차 10티백,잘포장되어 잘왔어요,1,
35,22.12.24.,3,해피테라스 삼각티백: 계피차 10티백,잘포장되어 잘왔어요,1,
36,22.12.18.,3,해피테라스 삼각티백: 우엉차 10티백,구수하지만은 않은 향이 나에겐 별로,0,
37,22.10.08.,3,해피테라스 삼각티백: 호박팥차 10티백,유기농이라 믿고 구매했습다.,1,
38,22.09.28.,3,해피테라스 삼각티백: 생강차 10티백,소량으로 먹기 좋게 포장되어 맘에 들어요,1,
39,22.07.26.,3,해피테라스 삼각티백: 레몬밤차 10티백,"정말로 맛있습니다ㅋㅋ
추천하기 좋아요ㅋㅋ  배송도 빠르고요ㅋ",1,
40,22.07.21.,3,해피테라스 삼각티백: 우엉차 10티백,담백한 느낌.평소 우엉차  냉음료를 가끔사먹을때마다 맛이 깔끔했었어서 차로도 마시려고요.,1,
41,22.07.17.,3,해피테라스 삼각티백: 히비스커스차 10티백,그렇게 진하지는 않아요 연하게 먹을수 있을듯요,1,
42,22.07.06.,3,해피테라스 삼각티백: 로즈힙차 10티백,"오래동안 우려내도 무슨 맛인지 안 느껴지네요
커피잔에 2개는 넣어야 되나봐요~",0,
43,22.06.21.,3,해피테라스 삼각티백: 페퍼민트차 10티백,조금 써서 물을 좀 많이 타서 먹고 있어요,0,
44,22.05.22.,3,해피테라스 삼각티백: 레몬밤차 10티백,조금 써서 물을 많이 타서 먹고 있어요,0,
45,22.05.21.,3,해피테라스 삼각티백: 캐모마일차 10티백,조금 써서 물을 많이 타서 먹고 있어요~,0,
46,22.05.20.,3,해피테라스 삼각티백: 페퍼민트차 10티백,물을 적게 하니까 조금 써서 물을 많이 섞어야겠어요~,0,
47,22.05.02.,3,해피테라스 삼각티백: 솔잎차 10티백,솔잎차는 크게 못느끼겠어요,0,
48,22.04.29.,3,해피테라스 삼각티백: 레몬밤차 10티백,향도 좋고 맛도 좋아요,1,
49,22.04.28.,3,해피테라스 삼각티백: 오미자차 10티백,오미자는 생각보다 연해서 티백여러개로 우렸더니 향이좀 올라오는거같아요,0,
50,22.04.11.,3,해피테라스 삼각티백: 루이보스티 10티백,"루이보스티는 제 취향이 아닌듯요ㅋ 
다른 차는 다 괜찮았어요",0,
51,22.04.09.,3,해피테라스 삼각티백: 해죽순차 10티백,"해죽순차 숙취에 좋다고해서 구매했어요!
저에겐 향이 조금 강하긴 합니다 ㅠㅠ 흑흑",0,
52,22.03.31.,3,해피테라스 삼각티백: 모링가잎차 10티백,생각보다 찻잎 가루가 많이 날려요 다른 건 괜찮음데 레몬밤이 유독!,0,
53,22.02.15.,3,해피테라스 삼각티백: 깔라만시차 10티백,깔라만시 기대햇는데 저한테는 안맞네요 선물합니다,0,
54,22.01.19.,3,해피테라스 삼각티백: 히비스커스차 10티백,"맛있고 좋은데 티백안에 양이적어요
딱 한컵분량
솔잎차 같은경우는 그냥 안우러나요….아얘…..ㅠ",0,
55,22.01.13.,3,해피테라스 삼각티백: 다즐링 10티백,잘먹을게요.....,1,
56,22.01.13.,3,해피테라스 삼각티백: 작두콩차 10티백,잘먹을게요.....,1,
57,22.01.13.,3,해피테라스 삼각티백: 오미자차 10티백,잘먹을게요.....,1,
58,22.01.13.,3,해피테라스 삼각티백: 히비스커스차 10티백,잘먹을게요.....,1,
59,22.01.13.,3,해피테라스 삼각티백: 우엉차 10티백,잘먹을게요.....,1,
60,22.01.13.,3,해피테라스 삼각티백: 배도라지차 10티백,잘먹을게요.....,1,
61,22.01.13.,3,해피테라스 삼각티백: 호박팥차 10티백,잘먹을게요.....,1,
62,22.01.13.,3,해피테라스 삼각티백: 구기자차 10티백,3번째 구매에요...잘먹을게요..,1,
63,22.01.13.,3,해피테라스 삼각티백: 차가버섯 10티백,3번째 구매 잘먹을게요.,1,
64,21.10.23.,3,해피테라스 삼각티백: 모과차 10티백,양 작아서  몇개씩 넣어서먹네요,0,
65,21.10.18.,3,해피테라스 삼각티백: 계피차 10티백,만족스러워서 여기서 자주 시키는데 이번에 주문한 다즐링은 유통기한이 너무짧네요..ㅠ,0,
66,21.10.11.,3,해피테라스 삼각티백: 작두콩차 10티백,너무 많이사면 안먹을것 같아서 조금씩 되어있는걸로 구매했어요~향도좋고 맛있어요,1,
67,21.10.11.,3,해피테라스 삼각티백: 생강차 10티백,너무 많이사면 안먹을것 같아서 조금씩 되어있는걸로 구매했어요~향도좋고 맛있어요,1,
68,21.10.01.,3,해피테라스 삼각티백: 레몬밤차 10티백,평소에 레몬맛을 좋아해서 주문했는데 생각보다 레몬맛이 많이 안나네요ㅠㅠ,0,
69,21.09.28.,3,해피테라스 삼각티백: 호박차 10티백,많이 구시하진 않음,0,#
70,21.07.22.,3,해피테라스 삼각티백: 연잎차 10티백,좋은 상품 빠른 배송 감사합니다!,1,
71,21.06.27.,3,해피테라스 삼각티백: 당귀차 10티백,날것 그대로의 당귀맛이 나요,0,#
72,21.05.11.,3,해피테라스 삼각티백: 모과차 10티백,"모과향이 안나요 ㅠㅠ
다른거 사먹을께요",0,
73,21.05.07.,3,해피테라스 삼각티백: 돼지감자차 10티백,별로 없는 사람은 상대를 배려하는 마음으로 하루를 보내시길,0,#
74,21.05.07.,3,해피테라스 삼각티백: 레몬밤차 10티백,별로 에요 ㆍ. 좋아요 버튼을 눌렀지만 별다른 이유 없이 마음이 들떠,0,#
75,21.04.15.,3,해피테라스 삼각티백: 레몬밤차 10티백,"레몬밤 
맛있습니다",1,
76,21.04.13.,3,해피테라스 삼각티백: 오미자차 10티백,"뜨거운 물 500ml에 2개 넣었는데 
색은 잘 안우려나오네요
맹물먹는 것보다는 나은 것 같아요",0,
77,21.03.02.,3,해피테라스 삼각티백: 라벤더차 10티백,라벤더 향이 원래 강한편이라 물 양을 넉넉히 해서 마시면 좋을 것 같아요.,1,#
78,21.02.19.,3,해피테라스 삼각티백: 레몬밤차 10티백,배송은 빠르지만 맛은 그냥 그래요,0,
79,21.02.19.,3,해피테라스 삼각티백: 히비스커스차 10티백,배송은 빠르지만 맛은 그냥 그래요,0,
80,21.02.19.,3,해피테라스 삼각티백: 깔라만시차 10티백,배송은 빠르지만 맛은 그냥 그래요,0,#
81,21.02.19.,3,해피테라스 삼각티백: 모링가잎차 10티백,배송은빨라요.맛은 그냥 그래요,1,#
82,21.02.19.,3,해피테라스 삼각티백: 잉글리쉬 블랙퍼스트 10티백,배송은 빨라요.근데 맛은..,0,
83,21.01.30.,3,해피테라스 삼각티백: 잉글리쉬 블랙퍼스트 10티백,ㅎ티백도금방우려나고 좋습니다,1,
84,21.01.30.,3,해피테라스 삼각티백: 호박차 10티백,티백도금방우려나고 좋습니다,1,
85,21.01.30.,3,해피테라스 삼각티백: 히비스커스차 10티백,티백도금방우려나고좋아요,1,
86,21.01.20.,3,해피테라스 삼각티백: 페퍼민트차 10티백,향좋아요 ~~~~~~~~~,1,
87,20.12.29.,3,해피테라스 삼각티백: 히비스커스차 10티백,판매하는 차 효능같은거 프린트해서 구매자한테 상품과같이 보내주면 다음 구매할때 더 많이 사고 효과적일듯요,1,
88,20.12.29.,3,해피테라스 삼각티백: 국화차 10티백,잘받았습니다 감사합니다,1,
89,20.12.26.,3,해피테라스 삼각티백: 호박차 10티백,먹기좋아요 티백마다 양이 달라요,0,
90,20.12.26.,3,해피테라스 삼각티백: 호박팥차 10티백,먹기좋아요 티백마다 양이 달라요,0,
91,20.12.26.,3,해피테라스 삼각티백: 도라지차 10티백,먹기좋아요 먹기좋아요,1,
92,20.12.26.,3,해피테라스 삼각티백: 계피차 10티백,먹기좋아요 먹기좋아요,1,
93,20.12.26.,3,해피테라스 삼각티백: 생강차 10티백,먹기좋아요 먹기좋아요,1,
94,20.12.26.,3,해피테라스 삼각티백: 우슬차 10티백,먹기좋아요 먹기좋아요,1,
95,20.12.18.,3,해피테라스 삼각티백: 히비스커스차 10티백,히비스커스는 생각보다 밍밍해서 아쉬워요ㅜㅜ,0,
96,20.11.20.,3,해피테라스 삼각티백: 우엉차 10티백,물먹는 거 안 좋아하는데 가끔씩 손이 가는 제품이에요.,1,
97,20.11.19.,3,해피테라스 삼각티백: 호박팥차 10티백,골고루 열가지 구매 했는데 돼지감자랑 얼그레이가 가장 좋았어용 호박팥차는 개인적으로 별로 였어용 ㅠㅠ 차들이 종류에 따라 하나만 넣어도 진한것도 있고 두개를 넣어도 은은한게 있네용 그래도 저렴하게 잘 구매 했어용〰️,0,
98,20.11.18.,3,해피테라스 삼각티백: 보이차 10티백,맛있게 잘 먹겠습니다,1,
99,20.11.18.,3,해피테라스 삼각티백: 잉글리쉬 블랙퍼스트 10티백,맛있게 잘 먹겠습니다,1,
100,20.11.18.,3,해피테라스 삼각티백: 얼그레이 10티백,맛있게 잘 먹었습니다,1,
101,20.11.18.,3,해피테라스 삼각티백: 루이보스티 10티백,맛있게 잘 먹었습니다,1,
102,20.11.18.,3,해피테라스 삼각티백: 레몬밤차 10티백,맛있게 잘 먹겠습니다,1,
103,20.09.13.,3,해피테라스 삼각티백: 레몬밤차 10티백,티백안에 양은 좀 적네요 향은좋았습니다.,0,
104,20.09.06.,3,해피테라스 삼각티백: 작두콩차 10티백,"작두콩차 처음먹어봤는데
완두콩 껍질향? 이나요ㅎㅎ
진하게 먹으려면 2개넣고 마셔야해요",0,
105,20.09.06.,3,해피테라스 삼각티백: 돼지감자차 10티백,돼지감자차 다른곳보다 맛이없어서 재구매는 안할거같아요 덜구수한맛~?,0,
106,20.08.27.,3,해피테라스 삼각티백: 야관문차 10티백,가격 저렴해서 좋습니다,1,
107,20.08.21.,3,해피테라스 삼각티백: 레몬밤차 10티백,좋아요.티백이고급짐.,1,
108,20.08.21.,3,해피테라스 삼각티백: 작두콩차 10티백,좋아요. 티백이 고급짐.,1,
109,20.08.07.,3,해피테라스 삼각티백: 우엉차 10티백,맛있고 배송도 빨라요,1,
110,20.08.07.,3,해피테라스 삼각티백: 레몬밤차 10티백,배송도 빠르고 맛도 좋고 가격도 착해요~,1,
111,20.08.07.,3,해피테라스 삼각티백: 보이차 10티백,매번 여기서 주문해요~배송도 빠르고 가격도 괜찮고 맛도 괜찮아요^^,1,
112,20.08.05.,3,해피테라스 삼각티백: 오미자차 10티백,"너무 흐려요
좀더마니들엇다면 좋겟네요",0,
113,20.08.05.,3,해피테라스 삼각티백: 모링가잎차 10티백,"영양성분이 많대요
그럭저럭 먹을만해요",1,
114,20.08.05.,3,해피테라스 삼각티백: 라벤더차 10티백,"향이 넘독해서
별로 마시고싶진않앗어요
다른차들이랑 비교해보면",0,
115,20.07.27.,3,해피테라스 삼각티백: 루이보스티 10티백,향도 좋고 잘우러나요!!!재구매 각입니다,1,
116,20.07.27.,3,해피테라스 삼각티백: 히비스커스차 10티백,향도 좋고 잘우러나요!!!재구매 각입니다,1,
117,20.07.27.,3,해피테라스 삼각티백: 레몬밤차 10티백,향도 좋고 잘우러나요!!!재구매 각입니다,1,
118,20.07.27.,3,해피테라스 삼각티백: 야관문차 10티백,향도 좋고 잘우러나요!!!재구매 각입니다,1,
119,20.07.27.,3,해피테라스 삼각티백: 호박팥차 10티백,향도 좋고 잘우러나요!!!재구매 각입니다,1,
120,20.03.23.,3,해피테라스 삼각티백: 라벤더차 10티백,배송빠르고 좋아요 유통기한도 넉넉해요,1,
121,20.03.23.,3,해피테라스 삼각티백: 캐모마일차 10티백,배송빠르고 좋아요 유통기한도 넉넉해요,1,
122,20.03.23.,3,해피테라스 삼각티백: 히비스커스차 10티백,배송빠르고 좋아요 유통기한도 넉넉해요,1,
123,20.03.17.,3,해피테라스 삼각티백: 작두콩차 10티백,간편하게 마시기 좋아요,1,
124,20.03.17.,3,해피테라스 삼각티백: 캐모마일차 10티백,간편하게 마시기 좋아요,1,
125,20.03.17.,3,해피테라스 삼각티백: 페퍼민트차 10티백,간편하게 마시기 좋아요,1,
126,20.03.17.,3,해피테라스 삼각티백: 루이보스티 10티백,간편하게 마시기 좋아요,1,
127,20.03.17.,3,해피테라스 삼각티백: 레몬밤차 10티백,간편하게 마시기 좋아요,1,
128,20.03.03.,3,해피테라스 삼각티백: 우엉차 10티백,저는 우엉향이 더 진했으면 해서 아쉬워요,1,
129,20.03.01.,3,해피테라스 삼각티백: 호박팥차 10티백,호박향이 좀 더 많이 났으면 좋겠어요,0,
130,20.02.29.,3,해피테라스 삼각티백: 호박팥차 10티백,이거는포토후기평행사안하나보네여 종류별로맛보려고여러개주문했는데 왜이건안하시는지실망;,0,
131,20.02.29.,3,해피테라스 삼각티백: 로즈마리차 10티백,이거는포토후기평행사안하나보네여 종류별로맛보려고여러개주문했는데 왜이건안하시는지실망;,0,
132,20.02.29.,3,해피테라스 삼각티백: 캐모마일차 10티백,이거는포토후기평행사안하나보네여 종류별로맛보려고여러개주문했는데 왜이건안하시는지실망;,0,
133,20.02.29.,3,해피테라스 삼각티백: 생강차 10티백,이거는포토후기평행사안하나보네여 종류별로맛보려고여러개주문했는데 왜이건안하시는지실망;,0,
134,20.02.29.,3,해피테라스 삼각티백: 도라지차 10티백,이거는포토후기평행사안하나보네여 종류별로맛보려고여러개주문했는데 왜이건안하시는지실망;,0,
135,20.02.23.,3,해피테라스 삼각티백: 작두콩차 10티백,저렴한가격잘먹을께요,1,
136,20.02.23.,3,해피테라스 삼각티백: 페퍼민트차 10티백,저렴한가격잘먹을께요,1,
137,20.02.21.,3,해피테라스 삼각티백: 레몬밤차 10티백,우러나도 향이나 맛이 나는좀 약해요,0,
138,20.02.15.,3,해피테라스 삼각티백: 보이차 10티백,2번째 구매에요! 전엔 100팩 샀는데 다양한 차를 더 접해보고 싶어서 여러개 사봤어요. 잘 마실께요!,1,
139,20.02.08.,3,해피테라스 삼각티백: 캐모마일차 10티백,향 좋고 건강해지는 느낌이에요,1,
140,19.05.31.,3,"해피테라스 삼각티백: 캐모마일 10티백
유통기한꽤 남았어요포장적당해요",향도 좋고 괜찮네요~,1,
141,19.05.31.,3,"해피테라스 삼각티백: 레몬밤 10티백
유통기한꽤 남았어요포장적당해요",조금 연한거 같기도 하네요,0,
142,19.05.31.,3,"해피테라스 삼각티백: 루이보스트 10티백
유통기한꽤 남았어요포장적당해요",무난하니 맛있습니다,1,
143,19.05.21.,3,"해피테라스 삼각티백: 작두콩차 10티백
유통기한꽤 남았어요포장적당해요",배송도 빠트고 좋았답니다,1,
144,19.05.21.,3,"해피테라스 삼각티백: 야관문차 10티백
유통기한꽤 남았어요포장적당해요","적당하고 배송도 빠르고 
좋습니다
가격도 저렴하구요",1,
145,19.05.21.,3,"해피테라스 삼각티백: 우슬차 10티백
유통기한꽤 남았어요포장적당해요","좋아요
맛은 구수하니 좋습니다",1,
146,19.05.21.,3,"해피테라스 삼각티백: 돼지감자차 10티백
유통기한꽤 남았어요포장적당해요","좋아요
포장상태두 깨끗하니 좋습니다",1,
147,19.05.12.,3,"해피테라스 삼각티백: 깔라만시차 10티백
유통기한꽤 남았어요포장적당해요",깔라만시 좋아해서 생즙도 많이 마시는데 산성이다보니 아침에 빈속엔 부담스러운데 이걸로 마시면 덜 부담스럽네요^^,1,
148,19.05.12.,3,"해피테라스 삼각티백: 페퍼민트차 10티백
유통기한꽤 남았어요포장적당해요",허니부쉬는 사실 무슨 맛인지 모르겠네요^^;,0,
149,19.05.12.,3,"해피테라스 삼각티백: 허니부쉬차 10티백
유통기한꽤 남았어요포장적당해요",건강한 느낌으로 물 많이 마시고 있어요^^,1,
150,19.04.17.,3,"해피테라스 삼각티백: 허니부쉬차 10티백
유통기한꽤 남았어요포장꼼꼼해요","차가 전체적으로 연하지만 먹을만해요
하지만 히비스커스는 비린내가 나는것같아서 못 먹겠네요....ㅠ 
가격은 합리적인데 맛이 아쉽네요",0,
151,19.03.29.,3,"해피테라스 삼각티백: 보이차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1,
152,19.03.29.,3,"해피테라스 삼각티백: 오미자차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1,
153,19.03.29.,3,"해피테라스 삼각티백: 루이보스티 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1,
154,19.03.29.,3,"해피테라스 삼각티백: 생강차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1,
155,19.03.29.,3,"해피테라스 삼각티백: 페퍼민트차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1,
156,19.03.29.,3,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1,
157,19.02.06.,3,"해피테라스 삼각티백: 레몬그라스 10티백
유통기한아주 넉넉해요포장꼼꼼해요","가성비 정말 괜찮아요 
배송은 명절 전인데도 엄청 빨리 왔어요 
설 지나고 도착 할 줄 알았는데 다음 날 바로 왔던거 같아요
얼그레이는 언제 마셔도 너무 맛있어요
거의 다 마셔다는데 얼그레이는 더 구매하고 싶네요
아직 다 마셔보지는 않았지만 다른 것도 얼른 마셔보고 싶어요
레몬그라스? 이름이 잘 기억안나는데 사실 처음 마셔보는 차라 그냥 레몬 맛 나나보다 했는데 제 스타일은 아닌거 같아요 
유통기간은 엄청 넉넉해요 20년까지던데 유통기간 되기 전에 다 먹을 수 있을 거 같아요",0,
158,19.02.06.,3,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한아주 넉넉해요포장꼼꼼해요","가성비 정말 괜찮아요 
배송은 명절 전인데도 엄청 빨리 왔어요 
설 지나고 도착 할 줄 알았는데 다음 날 바로 왔던거 같아요
얼그레이는 언제 마셔도 너무 맛있어요
거의 다 마셔다는데 얼그레이는 더 구매하고 싶네요
아직 다 마셔보지는 않았지만 다른 것도 얼른 마셔보고 싶어요
레몬그라스? 이름이 잘 기억안나는데 사실 처음 마셔보는 차라 그냥 레몬 맛 나나보다 했는데 제 스타일은 아닌거 같아요 
유통기간은 엄청 넉넉해요 20년까지던데 유통기간 되기 전에 다 먹을 수 있을 거 같아요",0,
159,18.12.15.,3,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한꽤 남았어요포장적당해요",레몬그라스보다는 향이 나신하지만 비추ㅠㅠ,0,
160,22.11.17.,4,해피테라스 삼각티백: 히비스커스차 10티백,새콤하도 좋네요 다만 취향은 아니여서,0,
161,22.11.17.,4,해피테라스 삼각티백: 연잎차 10티백,요건 생각보다 좀 별로 였어요. 예전 시판용 사마셨을때도 사과향 같은게 났는데 요건 좀 써요,0,
162,22.11.15.,4,해피테라스 삼각티백: 보이차 10티백,맛있게 잘 먹었습니다.,1,
163,22.11.15.,4,해피테라스 삼각티백: 레몬밤차 10티백,레몬밤차는 처음 마셔보는데 향도 좋고 너무좋아요.,1,
164,22.11.13.,4,해피테라스 삼각티백: 히비스커스차 10티백,색깔이 붉그스름하고 새콤한 맛이에요 따뜻한 물에 우려야 더 잘 우러나요,1,
165,22.11.13.,4,해피테라스 삼각티백: 배도라지차 10티백,종류를 여러개 샀더니 배도라지는 아직도 많이 남았네요 무난하게 마실만 합니다,1,
166,22.11.06.,4,해피테라스 삼각티백: 캐모마일차 10티백,만족해요  ㆍ재구매 할께요,1,
167,22.11.06.,4,해피테라스 삼각티백: 구기자차 10티백,만족해요 ~~~재구매한ㅅ께요~,1,
168,22.10.22.,4,해피테라스 삼각티백: 비트차 10티백,따뜻하게   먹을러고 샀어요ㆍ잘 먹을께 요,1,
169,22.10.21.,4,해피테라스 삼각티백: 결명자차 10티백,결명자차가 눈에 좋다고 알고ㅠ있는데 맛은 어떨지 궁금해서 주문해봤어요 약간 씁쓰름하면서 입이 텁텁한 느낌이기도 한데.. 건강해질 것 같은 맛이랄까요 우려내면 색깔은 노오랗네요 눈에 효과가 있었으면 좋겠어요,1,#
170,22.10.21.,4,해피테라스 삼각티백: 생강차 10티백,타 먹는 생강차보다 깊은 맛은 다소 떨어지지만 그래도 만족스러운 편이에요,0,
171,22.10.15.,4,해피테라스 삼각티백: 루이보스티 10티백,여러가지 맛보려고 이것저것 담았어요 루이보스티는 무게감있고 씁쓰름한 맛이라서 제 취향은 아니지만 식수대용 가능하니 남은 9개는 꾸준히 먹어보려고 합니다 소량으로 다양한 티를 맛볼 수 있어서 좋아요 나머지 차들도 기대됩니다,0,
172,22.10.14.,4,해피테라스 삼각티백: 생강차 10티백,"배송 빨리왔습니다.
먹어보고 맛있는걸로 구매하려고 10개포장 여러개 시켰어요.소포장이라 이것저것 맛볼수 있어서 좋네요.
쌍화차마셔봤는데 한약맛?아니고 크게 거부감없는 맑은차같아요.",1,
173,22.10.06.,4,해피테라스 삼각티백: 작두콩차 10티백,작두콩은 비염에 좋답니다.,1,
174,22.10.05.,4,해피테라스 삼각티백: 레몬밤차 10티백,배송 잘못되서 다시 받았고 차는 괜찮네요,0,
175,22.09.28.,4,해피테라스 삼각티백: 결명자차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1,
176,22.09.28.,4,해피테라스 삼각티백: 둥굴레차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1,
177,22.09.28.,4,해피테라스 삼각티백: 우엉차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1,
178,22.09.28.,4,해피테라스 삼각티백: 보이차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1,
179,22.09.28.,4,해피테라스 삼각티백: 작두콩차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1,
180,22.02.28.,4,해피테라스 삼각티백: 잉글리쉬 블랙퍼스트 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
181,22.02.28.,4,해피테라스 삼각티백: 얼그레이 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
