,기입날짜,별점,옵션,후기
30,23.04.13.,5,"삼각티백 종류 선택: 작약차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",고소하고 향기롭고 아주 만족합니다~
31,23.04.13.,5,"삼각티백 종류 선택: 보이차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",고소하고 향기롭고 아주 만족합니다~
32,23.04.13.,5,"삼각티백 종류 선택: 라벤더차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",고소하고 향기롭고 아주 만족합니다~
33,23.04.13.,5,"삼각티백 종류 선택: 차가버섯차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",고소하고 향기롭고 아주 만족합니다~
34,23.04.13.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",고소하고 향기롭고 모두 만족합니다~^^
35,23.04.13.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도빠르고 맛있고 진하고 조아요
36,23.04.13.,5,"삼각티백 종류 선택: 유기농 루이보스티 티백 / 삼각티백 구성 선택: 25티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요","오랫만에 시켰는데
역시 향도 좋고 맛있어요"
37,23.04.13.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",양많아서 막 먹기좋아요
38,23.04.12.,5,"삼각티백 종류 선택: 자스민차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",처음 호박팥차로 알게되어 꾸준히 호박팥차와 자스민티 돌려가면서 주문해 마시고 있어요. 저는 생수는 잘 못 먹어서 물대신 타서 음용하고 있는데 구수하거 향기롭게 번갈아서 잘 마시고 있어요
39,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x2개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",빠른 발송 감사합니다.
40,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",너무 빠르고 좋아요 :)
41,23.04.12.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",너무빠르고 좋아요 :)
42,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",커피대신 물을 먹기위해 샀는데 잘 먹고 있어요
43,23.04.12.,5,"삼각티백 종류 선택: 얼그레이 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",잘 먹고 있어요~담에 또 오겠습니다
44,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x2개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","항상 먹는 차!
맛도 맛이고 향도 좋고 최고에요"
45,23.04.12.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장별로예요맛 만족도맛있어요",부담 없이 물 대신 마시기 딱 좋아요! 고혈압이나 당뇨에도 좋고 체지방 감소에도 좋으니 아주 좋은 티 백이네요ㅎㅎ 다 먹으면 또 구매 할 예정 입니다! 아쉬운 점은 개별 포장이 아닌 지퍼백 1중으로만 되어있어용ㅠ 위생적으로는 좀 그렇더라구요~
46,23.04.12.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","혈압에 좋다고해서 구매해서 마시고있어요
좋습니다 ㅎㅎ"
47,23.04.12.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x2개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있어서 만족해요.
48,23.04.12.,5,"삼각티백 종류 선택: 생강차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있어서 두번째 구매했어요.
49,23.04.12.,5,"삼각티백 종류 선택: 유기농 캐모마일 티백 / 삼각티백 구성 선택: 25티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",유기농이고 맛도 좋아서 항상 재주문 합니다!!
50,23.04.12.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","잘 마시고 있습니다 
적당한 가격에 티백도 많고 좋아요"
51,23.04.12.,5,"삼각티백 종류 선택: 보이차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",4일재인데 느낌상 몸이 개운한 기분이 드네요. 좀더 먹어보고 리뷰남길께요~~~
52,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",양도 많고 진하고 맛도 좋습니다.
53,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도  엄청 빠르고 맛도 좋아 주문했네요
54,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","차 맛은 좋아요. 근데 삼각티백에 붙어있는 실 떼어낼때 간혹 티백도 같이 뜯어져서 구멍이나요
뭐 다 그런 건 아니라 그냥 조심히 마시겠습니다"
55,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",매일 한잔의 루틴^^좋아야
56,23.04.12.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x2개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","좋아요!
카페인 없는 차라 더 좋아요
색도 너무 예뻐요"
57,23.04.12.,5,"삼각티백 종류 선택: 유기농 캐모마일 티백 / 삼각티백 구성 선택: 25티백
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요","좋아요ㅎㅎ 잘 우러나구요
저렴해요"
58,23.04.12.,5,"삼각티백 종류 선택: 비트차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요","잘 우러나고 좋아요ㅎㅎ
맛도 좋아요
가성비 좋아요
배송도 빨랐어요!"
59,23.04.12.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",굿~!~!~!~!~!~!
60,23.04.11.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",이게 젤 잘먹어지는거 같아서 다시 갈아 탔어여^^ㅋ
61,23.04.11.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",여러번 구매했는데 오래 마실수있고 배송 빨라 좋네요
62,23.04.11.,5,"삼각티백 종류 선택: 유기농 캐모마일 티백 / 삼각티백 구성 선택: 25티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","생분해플라스틱이라 안심하고 마셔요
오늘 레몬밤 마셔봤는데 향 넘 좋았어요
포장도 맘에들고 좋아요 잘마시겠습니다"
63,23.04.11.,5,"삼각티백 종류 선택: 마리골드차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","생분해플라스틱이라 안심하고 마셔요
오늘 레몬밤 마셔봤는데 향 넘 좋았어요
포장도 맘에들고 좋아요 잘마시겠습니다"
64,23.04.11.,5,"삼각티백 종류 선택: 레몬밤차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","생분해플라스틱이라 안심하고 마셔요
오늘 레몬밤 마셔봤는데 향 넘 좋았어요
포장도 맘에들고 좋아요 잘마시겠습니다"
65,23.04.11.,5,"삼각티백 종류 선택: 국화차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","생분해플라스틱이라 안심하고 마셔요
오늘 레몬밤 마셔봤는데 향 넘 좋았어요
포장도 맘에들고 좋아요 잘마시겠습니다"
66,23.04.11.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",평소에 열이두피에잘올라서마니빠졌는데 히비스커스 머리열확내려주고 안아프네요 효과짱이에요
67,23.04.11.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋은차라 추전받고 삿어요~
68,23.04.11.,5,"삼각티백 종류 선택: 라벤더차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",허브차로 건강해지기
69,23.04.11.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",친환경 티백이라 써있어 믿고 구매합니닷~~!!
70,23.04.11.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저번에 먹었는데 맛있고 양도 넉넉해서 또 주문합니다~ 배송이 짱 빨라요
71,23.04.11.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋습니다 . 포장도 깔끔하고 맛도 좋아요
72,23.04.11.,5,"삼각티백 종류 선택: 생강차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 좋아요 좋아요
73,23.04.11.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 항상 좋은차
74,23.04.11.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","타제품 몇번 실패하고 버리지 못해서 억지로 먹었는데 이번 캐모마일은 꽃잎이 살아있고, 티백 재질이 고급스러워 맘에 들고, 배송이 무척 빨랐어요. 앞으론 이곳으로 거래하렵니다^^"
75,23.04.11.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도 빠르고 아주 좋아요
76,23.04.11.,5,"삼각티백 종류 선택: 마리골드차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송 빠르고 품질 좋아요
77,23.04.11.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송 빠르고 품질 좋네요
78,23.04.11.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","다른곳보다 저렴해서 구매해봤는데 향도 진하고 잘 우러나서 만족합니다.
취침시간 30분 전에 천천히 마시고 누우면 마음이 편안해져서 아주 좋습니다!"
79,23.04.11.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛도 있어 다시 주문합니다
80,23.04.11.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",편리하고 맛있습니다
81,23.04.11.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",발송은 느리지만 상품은 만족합니다!!
82,23.04.10.,5,"삼각티백 종류 선택: 자스민차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","포장상태굿 ~~^^
낱개로되어있어
먹기좋아요 
건강을생각해서 
생수보다는~~%%%
따스한차 나 아이스로
 수시로마셔볼께요"
83,23.04.10.,5,"삼각티백 종류 선택: 유기농 캐모마일 티백 / 삼각티백 구성 선택: 25티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","커피가아닌
차로 바꿔볼라고 
리뷰가좋아구매했어요
다먹고재구매할께용~~^^"
84,23.04.10.,5,"삼각티백 종류 선택: 유기농 자색돼지감자차 / 삼각티백 구성 선택: 25티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","친환경이라 믿고먹어요
커피를 워낙좋아하는데 커피대신
따뜻한차나 아이스로 바꿔볼라고요
꾸준히잘먹고재구매할께용~~^^"
85,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요","맛과 향 모두 좋았습니다!
감사합니다"
86,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요","맛과 향 모두 좋았습니다!
감사합니다"
87,23.04.10.,5,"삼각티백 종류 선택: 둥굴레차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요","맛과 향 모두 좋았습니다!
감사합니다"
88,23.04.10.,5,"삼각티백 종류 선택: 둥굴레차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요","맛도 향도 좋았습니다!
가루가 나온다고 하는 후기도 있어서 긴가 민가했는데 막상 받아보니 이정도는 걱정할필요 없을거 같다는 느낌이었습니다
배송도 빨랐고 원하는 날 준비되어 좋은 제품으로 좋은 시간 가질 수 있었습니다!"
89,23.04.10.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",아침마다 아들 텀블러에 타주고 있어요~ 맛있데요~^^
90,23.04.10.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",다이어트용으로 사서 한달 넘게 복용 중인데 약간 효과 있는 것 같아여
91,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",매일 여기서만 삽니다
92,23.04.10.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",유통기한이 길어서 좋습니다. 다음에 또 시킬게요
93,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",유통기한이 길어서 좋습니다. 다음에 또 시킬게요
94,23.04.10.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",루이보스가 생각나서 시켰어요~~ 시키길 잘했네요 잘마실게요!
95,23.04.10.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",캐모마일이랑 비슷하구요 이갓도 괜찮아요^^ 추천이요
96,23.04.10.,5,"삼각티백 종류 선택: 국화차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",깔끔한 포장 벌써 여러번 구입했어요~~
97,23.04.10.,5,"삼각티백 종류 선택: 자스민차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장도 깔끔 하고 맛도 깔끔해요~~
98,23.04.10.,5,"삼각티백 종류 선택: 오미자차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있게 잘 먹고 있습니다~~~
99,23.04.10.,5,"삼각티백 종류 선택: 구기자차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있게 잘 먹고 있습니다~~~
100,23.04.10.,5,"삼각티백 종류 선택: 대추차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있게 잘 먹고 있습니다~~~~
101,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있게 잘 먹고 있습니다
102,23.04.10.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",원래 따뜻하게 마시다가 요새는 더워서 차갑게 마시는데 맛있네요!!
103,23.04.10.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있게 잘먹고 있습니다
104,23.04.10.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있게 잘먹고 있습니다
105,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요 다음에 또 구매할게요
106,23.04.10.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요 다음에 또 구매할게요
107,23.04.10.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도 빠르고 맛도 괜찮아요
108,23.04.10.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",커피대신으로 마시기 딱 좋아요~
109,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",커피 대신으로 따뜻하게 마시기좋앙ᆢㄷ~
110,23.04.10.,5,"삼각티백 종류 선택: 차가버섯차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",첫구매입니다 만족합니다
111,23.04.10.,5,"삼각티백 종류 선택: 우엉차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",히비스커스랑 같이 주문했는데 우엉차첨 먹어보는데 고소하고 맛있습니다.좋아요^^
