,기입날짜,별점,옵션,후기,sentiment,
14,23.04.12.,5,"해피테라스 삼각티백: 라벤더차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","유통기한 26년 까지라 좋네요~!
먹어보고 재구매 할게요",1,
15,23.04.12.,5,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","평소 잠을 잘자는 편이 아닌데,
친척분 중에 캐모마일 차를 마시면
진정이 되서 잠 오는데 도움 된다고 해서
구입 했습니다",1,
16,23.04.10.,5,"해피테라스 삼각티백: 옥수수보리차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있어요. 구수합니다.,1,
17,23.04.10.,5,"해피테라스 삼각티백: 돼지감자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",감자과자향이 나면서 구수하니 좋습니다.,1,
18,23.04.10.,5,"해피테라스 삼각티백: 호박차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛이 진해서 저는 살짝우려 마십니다.,1,
19,23.04.10.,5,"해피테라스 삼각티백: 옥수수보리차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있네요. 몇번 우려도 될정도로 괜찮네요.,1,
20,23.04.10.,5,"해피테라스 삼각티백: 호박팥차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있네요. 저는 너무 우리면 진해서 가볍게 우려 마십니다.,1,
21,23.04.10.,5,"해피테라스 삼각티백: 작두콩차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있네요. 소분이라 맛만 보는중인데 좋아요.,1,
22,23.04.09.,5,"해피테라스 삼각티백: 우엉차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",오미자차는 맛없어요 ㅠ...너무 써요,0,
23,23.04.08.,5,"해피테라스 삼각티백: 얼그레이 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",커피 대신 잘 마시고 있습니다 여러개 구입해서 골고루 마셔보고 좋네요,1,
24,23.04.08.,5,"해피테라스 삼각티백: 호박팥차 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",커피 대신 잘 마시고 있습니다 여러개 구입해서 골고루 마셔보고 좋네요,1,
25,23.04.08.,5,"해피테라스 삼각티백: 페퍼민트차 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",커피 대신 잘 마시고 있습니다 여러개 구입해서 골고루 마셔보고 좋네요,1,
26,23.04.08.,5,"해피테라스 삼각티백: 보이차 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",커피 대신 잘 마시고 있습니다 여러개 구입해서 골고루 마셔보고 좋네요,1,
27,23.04.08.,5,"해피테라스 삼각티백: 유자모과차 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",커피 대신 잘 마시고 있습니다 여러개 구입해서 골고루 마셔보고 좋네요,1,
28,23.04.06.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",밤에 레몬밤 따뜻하게 마실때 너무 기분 좋아요,1,
29,23.04.05.,5,"해피테라스 삼각티백: 돼지감자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","구수하고 좋아요ㅎ
회사에 갖다놓고 먹느라 포장지가 없네요",1,
30,23.04.05.,5,"해피테라스 삼각티백: 히비스커스차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",너무 시다ㅋ 역시 제 입맛은 구수한거,0,
31,23.04.05.,5,"해피테라스 삼각티백: 구기자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있게 잘 먹고 있어요,1,
32,23.04.05.,5,"해피테라스 삼각티백: 오미자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","오미자차는 제 입맛은 아니네요ㅎ
신걸 안좋아해서ㅎ",0,
33,23.04.05.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",유통기한도 넉넉하고 잘 마시고 있어요,1,
34,23.04.05.,5,"해피테라스 삼각티백: 뽕잎차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있어요 커피대신 잘 마시고 있습니다,1,
35,23.04.05.,5,"해피테라스 삼각티백: 차가버섯 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",그냥 슴슴한 맛이네요. 제 타입은 아닌듯 ㅎㅎ,0,
36,23.04.05.,5,"해피테라스 삼각티백: 쌍화차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛이 일반적으로 생각하는 쌍화차 만큼 진하지 않네요. 향은 같고 연한 맛입니다.,0,
37,23.04.05.,5,"해피테라스 삼각티백: 보이차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
38,23.04.05.,5,"해피테라스 삼각티백: 히비스커스차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
39,23.04.05.,5,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
40,23.04.05.,5,"해피테라스 삼각티백: 호박팥차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
41,23.04.05.,5,"해피테라스 삼각티백: 녹차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
42,23.04.05.,5,"해피테라스 삼각티백: 국화차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
43,23.04.03.,5,"해피테라스 삼각티백: 돼지감자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",최애 차가 됐어요 저하고 잘 맞네요.,1,
44,23.03.30.,5,"해피테라스 삼각티백: 야관문차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 너무 좋아요 재구매예정,1,
45,23.03.30.,5,"해피테라스 삼각티백: 페퍼민트유자 콤부차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 너무 좋아요 재구매예정,1,
46,23.03.30.,5,"해피테라스 삼각티백: 계피차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 너무 좋아요 재구매예정,1,
47,23.03.30.,5,"해피테라스 삼각티백: 작약차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 너무 좋아요 재구매예정,1,
48,23.03.29.,5,"해피테라스 삼각티백: 히비스커스차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",다음에도 사먹고 싶은 생각이 들정도러 깔끔하니 좋네요~~,1,
49,23.03.29.,5,"해피테라스 삼각티백: 페퍼민트유자 콤부차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",일단 저렴한 가격에 차를 마셔서 좋구요 향도 깔끔하고 잡내가 없네요~ 다음에 또 구매할 예정입니다~~,1,
50,23.03.29.,5,"해피테라스 삼각티백: 배도라지차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 구수해서 어른들이 더 좋아하셨어요,1,
51,23.03.29.,5,"해피테라스 삼각티백: 루이보스티 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",임산부가 마시기좋아요 차로 수시로 마시면 몸도 따뜻해지는것같고 좋습니다,1,
52,23.03.28.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",어머니 사드렸는데 만족해하시네요 잘먹겠습니다,1,
53,23.03.28.,5,"해피테라스 삼각티백: 오미자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",어머니 사드렸는데 만족해하시네요 잘먹겠습니다,1,
54,23.03.28.,5,"해피테라스 삼각티백: 녹차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",어머니 사드렸는데 만족해하시네요 잘먹겠습니다,1,
55,23.03.28.,5,"해피테라스 삼각티백: 계피차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",어머니 사드렸는데 만족해하시네요 잘먹겠습니다,1,
56,23.03.25.,5,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요,1,
57,23.03.25.,5,"해피테라스 삼각티백: 라벤더차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요,1,
58,23.03.25.,5,"해피테라스 삼각티백: 대추차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요,1,
59,23.03.25.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요,1,
60,23.04.05.,5,"해피테라스 삼각티백: 호박팥차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
61,23.04.05.,5,"해피테라스 삼각티백: 녹차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
62,23.04.05.,5,"해피테라스 삼각티백: 국화차 10티백
유통기한꽤 남았어요포장적당해요편리그냥그래요",잘 먹고 있어요 맛있습니당,1,
63,23.04.03.,5,"해피테라스 삼각티백: 돼지감자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",최애 차가 됐어요 저하고 잘 맞네요.,1,
64,23.03.30.,5,"해피테라스 삼각티백: 야관문차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 너무 좋아요 재구매예정,1,
65,23.03.30.,5,"해피테라스 삼각티백: 페퍼민트유자 콤부차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 너무 좋아요 재구매예정,1,
66,23.03.30.,5,"해피테라스 삼각티백: 계피차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 너무 좋아요 재구매예정,1,
67,23.03.30.,5,"해피테라스 삼각티백: 작약차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 너무 좋아요 재구매예정,1,
68,23.03.29.,5,"해피테라스 삼각티백: 히비스커스차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",다음에도 사먹고 싶은 생각이 들정도러 깔끔하니 좋네요~~,1,
69,23.03.29.,5,"해피테라스 삼각티백: 페퍼민트유자 콤부차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",일단 저렴한 가격에 차를 마셔서 좋구요 향도 깔끔하고 잡내가 없네요~ 다음에 또 구매할 예정입니다~~,1,
70,23.03.29.,5,"해피테라스 삼각티백: 배도라지차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",향이 구수해서 어른들이 더 좋아하셨어요,1,
71,23.03.29.,5,"해피테라스 삼각티백: 루이보스티 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",임산부가 마시기좋아요 차로 수시로 마시면 몸도 따뜻해지는것같고 좋습니다,1,
72,23.03.28.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",어머니 사드렸는데 만족해하시네요 잘먹겠습니다,1,
73,23.03.28.,5,"해피테라스 삼각티백: 오미자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",어머니 사드렸는데 만족해하시네요 잘먹겠습니다,1,
74,23.03.28.,5,"해피테라스 삼각티백: 녹차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",어머니 사드렸는데 만족해하시네요 잘먹겠습니다,1,
75,23.03.28.,5,"해피테라스 삼각티백: 계피차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",어머니 사드렸는데 만족해하시네요 잘먹겠습니다,1,
76,23.03.25.,5,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요,1,
77,23.03.25.,5,"해피테라스 삼각티백: 라벤더차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요,1,
78,23.03.25.,5,"해피테라스 삼각티백: 대추차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요,1,
79,23.03.25.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요 좋아요좋아요,1,
80,23.03.20.,5,"해피테라스 삼각티백: 페퍼민트차 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",페퍼민트 깔끔하니 너무 맛있네용,1,
81,23.03.18.,5,"해피테라스 삼각티백: 페퍼민트차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",늘 믿고 주문하는 곳이에요 맛있고 샐 걱정 없어서 좋아요 ㅎㅎ,1,
82,23.03.18.,5,"해피테라스 삼각티백: 보이차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",늘 믿고 주문하는 곳이에요 맛있고 샐 걱정 없어서 좋아요 ㅎㅎ,1,
83,23.03.18.,5,"해피테라스 삼각티백: 작두콩차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",늘 믿고 주문하는 곳이에요 맛있고 샐 걱정 없어서 좋아요 ㅎㅎ,1,
84,23.03.18.,5,"해피테라스 삼각티백: 호박팥차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",티 맛도 좋구 아무래도 삼각형 티 라서 터질 걱정없어 너무 좋아요 !!🥰 늘 믿고 주문합니당,1,
85,23.03.17.,5,"해피테라스 삼각티백: 보이차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","두번째 구매했어요,
정말 맛있어요 다음에 또 구매할께요",1,
86,23.03.17.,5,"해피테라스 삼각티백: 작두콩차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","두번째 구매했어요,
정말 맛있어요 다음에 또 구매할께요",1,
87,23.03.17.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","두번째 구매했어요,
정말 맛있어요 다음에 또 구매할께요",1,
88,23.03.17.,5,"해피테라스 삼각티백: 돼지감자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","두번째 구매했어요,
정말 맛있어요 다음에 또 구매할께요",1,
89,23.03.17.,5,"해피테라스 삼각티백: 옥수수보리차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",몇번째 주문하는지 모르겠네요.진하게 우려내서 한잔의여유 너무 좋아요^^,1,
90,23.03.17.,5,"해피테라스 삼각티백: 페퍼민트차 10티백
유통기한꽤 남았어요포장적당해요편리편리해요","커피대용으로 주문했어요
기대가 커요",1,
91,23.03.17.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한꽤 남았어요포장적당해요편리편리해요","커피대용으로 주문했어요
기대가 커요",1,
92,23.03.17.,5,"해피테라스 삼각티백: 호박팥차 10티백
유통기한꽤 남았어요포장적당해요편리편리해요","커피대용으로 주문했어요
기대가 커요",1,
93,23.03.17.,5,"해피테라스 삼각티백: 국화차 10티백
유통기한꽤 남았어요포장적당해요편리편리해요","커피대용으로 구매했어요
기대가 커요 맛있으면 좋겟어요",1,
94,23.03.17.,5,"해피테라스 삼각티백: 대추차 10티백
유통기한꽤 남았어요포장적당해요편리편리해요","커피대용으로 구매했어요
기대가 커요",1,
95,23.03.17.,5,"해피테라스 삼각티백: 석류 콤부차 10티백
유통기한꽤 남았어요포장적당해요편리편리해요","카페인이 요즘 몸에 안맞아서
커피대신 마실려고 주문했어요",1,
96,23.03.17.,5,"해피테라스 삼각티백: 결명자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","빠른배송에 꼼꼼포장!!
저번에 시키고 이번에는 다른맛을 시켰어요.
아침마다 따뜻한 한잔씩 먹는데ㅋㅋㅋ
종류별로 다 먹어보려고요.",1,
97,23.03.16.,5,"해피테라스 삼각티백: 보이차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",꾸준히 주문합니다. 식사를 좀 부담스럽게하면 꼭 찾게되요,1,
98,23.03.16.,5,"해피테라스 삼각티백: 히비스커스차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",여러번 구매한 상품이에요 붉게 진하게 우러나고 맛납니다,1,
99,23.03.14.,5,"해피테라스 삼각티백: 작두콩차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",감기걸릴때 따뜻하게 타먹기 젛아요,1,
100,23.03.14.,5,"해피테라스 삼각티백: 루이보스티 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있어요 호박팥차 추천,1,
101,23.03.14.,5,"해피테라스 삼각티백: 쑥차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",조금씩 맛볼수 있어서 좋아요,1,
102,23.03.14.,5,"해피테라스 삼각티백: 생강차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있어요 호박팥차 추천,1,
103,23.03.14.,5,"해피테라스 삼각티백: 우슬차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있어요 호박팥차 추천,1,
104,23.03.14.,5,"해피테라스 삼각티백: 유자모과차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있습니다 호박팥차 추천,1,
105,23.03.14.,5,"해피테라스 삼각티백: 작약차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","구수한 차 종류는 맛있구요
생강차 유자모과차는 청으로 먹는게 더 나은거 같아요
그래도 차 특유의 깔끔한 맛으로 먹기는 좋아요",1,
106,23.03.11.,5,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",밤에 카모마일차 생각나서 주문해봤어요~,1,
107,23.03.11.,5,"해피테라스 삼각티백: 로즈마리차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",로즈마리는 주로 나른한 점심때 마셔요~꾸준히 마시면 치매예방에도 좋다고해요~,1,
108,23.03.11.,5,"해피테라스 삼각티백: 페퍼민트차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",늘 속이불편해서 식후에 마시면 편하고좋아져요~,1,
109,23.03.10.,5,"해피테라스 삼각티백: 호박팥차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있다는 평이 보여서 시켜봤어요.,1,
110,23.03.10.,5,"해피테라스 삼각티백: 돼지감자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",3번째 구매하는 먹어본 맛~~ 좋아요,1,
111,23.03.10.,5,"해피테라스 삼각티백: 작두콩차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",지금 먹는중.. 맛나요~~,1,
112,23.03.10.,5,"해피테라스 삼각티백: 옥수수보리차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",먹어봤던건데 잘 맞아서 다른거 구매하면서 재구매했어요.,1,
113,23.03.10.,5,"해피테라스 삼각티백: 호박차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",다양한 맛을 소량으로 즐길수 있어서 좋네요.,1,
114,23.03.08.,5,"해피테라스 삼각티백: 레몬 콤부차 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",차도 맛잇고 싸서 또 시켜먹을게오,1,
115,23.03.08.,5,"해피테라스 삼각티백: 쌍화차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",이건 좀 약하네요 두세개넣고 마셔요,0,
116,23.03.08.,5,"해피테라스 삼각티백: 자스민차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",자주자주 이용하고 있어요,1,
117,23.03.08.,5,"해피테라스 삼각티백: 생강차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",진하게우려나고좋아요,1,
118,23.03.08.,5,"해피테라스 삼각티백: 호박팥차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",이번엔 다른맛으로 사봤어요,1,
119,23.03.08.,5,"해피테라스 삼각티백: 유자모과차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",소량이라 이것저것 주문해서 마시고 있어요,1,
120,23.03.03.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",너무 맛있어요! 이것저것 다양하게 주문할수도 있어서 좋구요~ 입에 잘 맞는 맛으로 재주문 예정입니다^^ 특히 작두콩차 너무 맛있네요~,1,
121,23.03.02.,5,"해피테라스 삼각티백: 유자모과차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",그냥 물먹기싫어서 티백시켯는데 너무너무만족랍니다!! 차로도좋고 그냥 물에타먹어도조아영,1,
122,23.03.02.,5,"해피테라스 삼각티백: 녹차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",그냥 물먹기싫어서 티백시켯는데 너무너무만족랍니다!! 차로도좋고 그냥 물에타먹어도조아영,1,
123,23.03.02.,5,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",그냥 물먹기싫어서 티백시켯는데 너무너무만족랍니다!! 차로도좋고 그냥 물에타먹어도조아영,1,
124,23.03.02.,5,"해피테라스 삼각티백: 루이보스티 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",그냥 물먹기싫어서 티백시켯는데 너무너무만족랍니다!! 차로도좋고 그냥 물에타먹어도조아영,1,
125,23.03.02.,5,"해피테라스 삼각티백: 히비스커스차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",그냥 물먹기싫어서 티백시켯는데 너무너무만족랍니다!! 차로도좋고 그냥 물에타먹어도조아영,1,
126,23.03.02.,5,"해피테라스 삼각티백: 보이차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",그냥 물먹기싫어서 티백시켯는데 너무너무만족랍니다!! 차로도좋고 그냥 물에타먹어도조아영,1,
127,23.03.02.,5,"해피테라스 삼각티백: 대추차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","회사탕비실차에요
돼지감자차 인기가 식질않아욬ㅋㅋ",1,
128,23.03.02.,5,"해피테라스 삼각티백: 차가버섯 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","회사탕비실차에요
돼지감자차 인기가 식질않아욬ㅋㅋ",1,
129,23.03.02.,5,"해피테라스 삼각티백: 바나바잎차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있게 잘 먹었습니다,1,
130,23.03.02.,5,"해피테라스 삼각티백: 배도라지차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있게 잘 먹었습니다,1,
131,23.03.02.,5,"해피테라스 삼각티백: 호박차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있게 잘 먹었습니다,1,
132,23.03.02.,5,"해피테라스 삼각티백: 구아바잎차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있게 잘 먹었습니다,1,
133,23.03.02.,5,"해피테라스 삼각티백: 산미나리씨앗차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있게 잘 먹었습니다,1,
134,23.02.28.,5,"해피테라스 삼각티백: 뽕잎차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","커피 대신 먹으려고 주문했어요
소량포장이라 여러가지 맛볼수 있어서 너무 좋습니다 잘 먹을께요",1,
135,23.02.28.,5,"해피테라스 삼각티백: 구기자차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","커피 대신 먹으려고 주문했어요
소량포장이라 여러가지 맛볼수 있어서 너무 좋습니다 잘 먹을께요",1,
136,23.02.27.,5,"해피테라스 삼각티백: 루이보스티 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",포장도 깔끔하니 먹기 편해요,1,
137,23.02.27.,5,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",캐모마일 깔끔하니 맛있네용,1,
