,기입날짜,별점,옵션,후기,sentiment,
102,23.01.30.,3,모델: 에어팟 프로/프로2 / 옵션: 프로15-카메라민트,"닫을때 꽉 안닫혀요 ㅠ
결국 못쓰고 다른제품으로 주문할랍니다. 
돈 날렸어요.",0,
103,23.01.28.,3,모델: 에어팟 프로/프로2 / 옵션: 프로11-시바몸통,귀엽고 좋은데 에어팟 뚜껑부분이 너무 잘 빠집니다.,0,
104,23.01.24.,3,모델: 에어팟 프로/프로2 / 옵션: 프로07-힙합비둘기,아주예쁘고좋아요아주,1,
105,23.01.21.,3,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,빨리 도착해  좋았어요,1,
106,23.01.18.,3,모델: 에어팟 프로/프로2 / 옵션: 프로09-쿼카 브라운,"기다리던 케이스가 왔는데요, 제일 기대하던 쿼카에 뭐가 묻어서 왔어요ㅠㅠ 닦아봐도 안지워져요ㅠㅠ",0,
107,23.01.17.,3,모델: 에어팟 프로/프로2 / 옵션: 프로02-아따공룡,"귀엽긴 한데 뚜껑이 자꾸 벗겨집니다.

가방에 메달고 다니다 벗겨져서 잃어 버릴뻔 했습니다.",0,
108,23.01.16.,3,모델: 에어팟 프로/프로2 / 옵션: 프로02-아따공룡,"그냥
저냥 케이스가 커서 위 쪽에 빈공간이 있어요",0,
109,23.01.16.,3,모델: 에어팟 프로/프로2 / 옵션: 프로25-블루베어+키링,배송이 느린거랑 케이스에 뭐 묻은거 빼고는 마음에 들어요 추가로 보내주신 것도 잘 사용하겠습니다,0,
110,22.12.11.,3,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,적당한 무게에 내구성도 괜찮은 것 같아요,1,
111,22.12.09.,3,모델: 에어팟 프로/프로2 / 옵션: 프로61-레인보우+레고키링,"그냥 그래요
....",0,#
112,22.11.29.,3,모델: 에어팟 프로/프로2 / 옵션: 프로11-시바몸통,상품 충전하는곳이 크기가 잘안맞아요 귀여워요,0,
113,22.11.23.,3,모델: 에어팟 프로/프로2 / 옵션: 프로55-네모푸,"귀엽네요~~
배송은빠름요",1,
114,22.11.18.,3,모델: 에어팟 1/2세대 공용 / 옵션: 03-시바몸통,"강아지가 귀여워요
조금 헐거워서 아쉬워요",0,
115,22.11.13.,3,모델: 1.NEW 에어팟3세대 / 옵션: 28-불독블랙,배송느린거뺴곤 좋앙ㅛ,0,
116,22.11.11.,3,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,생각보다 커요.. 근데 뚜껑이랑 본체랑 분리되서 그게 살짝 아쉬워요.,0,
117,22.11.04.,3,모델: 1.NEW 에어팟3세대 / 옵션: 03-감귤꼬꼬,너무 귀엽지만..오염도 있구 잘 안 뚫려 있어서 뜯는데 애먹었어요ㅠ,0,
118,22.11.03.,3,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,일체형이라 좋았습니다,1,
119,22.10.27.,3,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,배송 느리네요. 아이는 좋아합니다. 랜덤으로 오는 케이스는 똥색이라 실망했다고 하네요.,0,
120,22.05.28.,3,모델: 1.NEW 에어팟3세대 / 옵션: 54-미러베어 화이트,케이스를 준비못해서 주문했는데 빠른배송 저렴한 가격 너무 마음에 드는데 뚜껑이 쉽게 잘 빠지네요...ㅠㅠ 그것 말고는 잘 사용하고 있습니다!!,0,
121,22.05.25.,3,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,"완벽하게 딱 맞는 느낌은 아니에요
그래도 귀여워요",0,#
122,22.05.15.,3,모델: 1.NEW 에어팟3세대 / 옵션: 06-아따공룡,위쪽 커버가 약간 벌어지네요 이것만 빼면 나름 만족스러운 재품이네요,0,
123,22.05.14.,3,모델: 1.NEW 에어팟3세대 / 옵션: 21-몬스터볼,충전기 꼽는쪽에 공간이 붕떠있어서 먼지 개잘껴요,0,
124,22.05.13.,3,모델: 1.NEW 에어팟3세대 / 옵션: 80-퍼플핑크,플라스틱 재질인지 몰랐네요..,0,
125,22.05.11.,3,모델: 1.NEW 에어팟3세대 / 옵션: 03-감귤꼬꼬,빠르고 이쁘네요 하하,1,
126,22.05.04.,3,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,사이즈가 큰데 빠지진 않아요,0,
127,22.05.04.,3,모델: 1.NEW 에어팟3세대 / 옵션: 13-투슬리스 블랙,사이즈가 커서 빠져요,0,
128,22.04.28.,3,모델: 1.NEW 에어팟3세대 / 옵션: 06-아따공룡,상품에 뭔가 거뭇거뭇한게 묻어있네요..,0,
129,22.04.27.,3,모델: 1.NEW 에어팟3세대 / 옵션: 48-카메라민트,잘 쓰고 있습니다.,1,
130,22.04.26.,3,모델: 1.NEW 에어팟3세대 / 옵션: 70-투명젤리+키링,"깨끗해보이고 딱 좋은데....
뚜껑이 자꾸 빠져요 ㅠㅠㅠ 얼마 못 쓸 듯..ㅠㅠ",0,
131,22.04.11.,3,모델: 1.NEW 에어팟3세대 / 옵션: 52-날아라시바+키링,머리가 잘 빠지지만 강아지가 완전 귀엽고 좋아요,0,
