,기입날짜,별점,옵션,후기
23,23.04.08.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-우비피기,케이스 귀엽고 아주뫃아요
24,23.04.07.,5,모델: NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,배송 빨랐고 사은품도 좋습니다!
25,23.04.07.,5,모델: NEW 에어팟3세대 / 옵션: 20-마샬,생각보다 더 귀엽네요!
26,23.04.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로18-하얀 냥이,엄청 안전해보이고 떨어뜨려도 괜찮을꺼 같아요
27,23.04.07.,5,모델: NEW 에어팟3세대 / 옵션: 20-마샬,마감이 엄청 훌륭한건 아니지만 가격대비 매우 만족해요
28,23.04.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,엄청 귀엽고배송빨랐어용
29,23.04.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로32-블루베어+키링,"좋아요~~이아가 너무 좋아 합니다
사업 번창하세요"
30,23.04.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,아이가 너무 이쁘고 서비스로 주신 것도 너무 맘에 들어 합니다 감사합니다
31,23.04.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-힙합비둘기,"배송이 우선 빠르고 디자인 정말 귀엽습니다.
본체와 커버 뚜껑부분이 분리되어 있어서 연결부분 마모로인한 찢어짐 걱정도 없어요~ 
가격대비 만족합니다"
32,23.04.07.,5,모델: NEW 에어팟3세대 / 옵션: 06-시바얼굴,귀엽네여 근데 케이스낀상태로 충전이안듀ㅣ네어ㅜㅜ그것만아쉽!
33,23.04.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로13-불독헤드폰레드,좋은 제품 잘 샀어요
34,23.04.06.,5,모델: NEW 에어팟3세대 / 옵션: 07-공룡이그린,딱 이뻐요. 귀욥고 깜찍하네요. 끼우기도 편해요~
35,23.04.06.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,사용하던 케이스가 망가져서 귀여운걸로 골라봤는데 귀엽다보니 애기들이 더 좋아하네요.
36,23.04.06.,5,모델: NEW 에어팟3세대 / 옵션: 03-투슬리스 블랙,귀엽게 들고 다닐 수 있어 넘 좋네요~
37,23.04.06.,5,모델: NEW 에어팟3세대 / 옵션: 24-설리,"바꿔가며 쓰려고 하나더 주문했어요 !! 
너무 맘에듭니당"
38,23.04.06.,5,모델: NEW 에어팟3세대 / 옵션: 25-마이크,"사이즈도 딱맞구, 너무 귀여워요 !! 
사은품듀 감사합니다☺️"
39,23.04.05.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,"사진처럼 너무 귀여워요!!!
무선충전기엔 인식이 안돼서 충전 안되는데 그래도 귀여워요!!!ㅎㅎ"
40,23.04.05.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-힙합비둘기,"배송빠르고 귀여워요

근데 가격값대러 퀄리티는 좋다고는 말 못하겠네요 😂
싼맛에 고고"
41,23.04.05.,5,모델: 에어팟 프로/프로2 / 옵션: 프로06-오리헤드폰,잘쓰겠습니다. 좋네요
42,23.04.05.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-힙합비둘기,좋아요 잘쓰겠습니다.
43,23.04.05.,5,모델: 에어팟 프로/프로2 / 옵션: 프로06-오리헤드폰,아주 깜찍이예요 왕귀여움 딱맞음
44,23.04.04.,5,모델: 에어팟 프로/프로2 / 옵션: 프로14-닌텐도,귀여워요 . 질리지도 않고 완전 추천
45,23.04.04.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,너무 귀엽네요~ 여자친구랑 잘 쓰겠습니다 :)
46,23.04.04.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,아이가 아주 좋아 합니다
47,23.04.04.,5,모델: 에어팟 프로/프로2 / 옵션: 프로22-닌텐도,아주이쁘고 서비스까지 주시니 정말 최곱니다!!
48,23.04.04.,5,모델: 에어팟 프로/프로2 / 옵션: 프로21-마샬,서비스로 주신 케이스 너무 존예고 이가격에 케이스 총 3개라니 말도 안됩니다.. 너무 만족해서 행복하네요!! 배송비도 안받으시구ㅠㅠ 천사십니다
49,23.04.03.,5,모델: NEW 에어팟3세대 / 옵션: 33-공룡이그린,와이프 사용할려고 주문했는데 너무 귀엽네요
50,23.04.03.,5,모델: NEW 에어팟3세대 / 옵션: 22-버섯,와이프 사용하는거 주문했는데 너무 귀엽네요
51,23.04.02.,5,모델: NEW 에어팟3세대 / 옵션: 07-공룡이그린,"너무너무 귀여워요!!
아니 케이스 두개샀는데 서비스로 주는게 더 많아요!!
케이스부자 됬어용ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬"
52,23.04.02.,5,모델: NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,"너무너무 귀여워요!!
아니 케이스 두개샀는데 서비스로 주는게 더 많아요!!
케이스부자 됬어용ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬"
53,23.04.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,귀야운데 물이 드네요
54,23.04.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로22-닌텐도,무선충전도 잘되고 만족합니다
55,23.04.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로06-오리헤드폰,배송도 빠르고 상품도 좋아요^^
56,23.04.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-힙합비둘기,배송도 빠르고 상품도 좋아요^^
57,23.03.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로12-카드캡터,"사진 그대로에요 
고민하지말고 고고"
58,23.03.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로29-까칠한삐약이,"사진 그대로에요 너무 귀엽네여!!
케이스도 보호 되고 좋아요 
서비스도 굿굿"
59,23.03.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,배송도 빠르고 넘 귀여워요
60,23.03.30.,5,모델: NEW 에어팟3세대 / 옵션: 06-시바얼굴,빠른 배송 감사드립니ㅣ다.
61,23.03.30.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,좋아요 또 구매할게요
62,23.03.30.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,가격도 저렴하고 실물도 너무 귀여워요!
63,23.03.30.,5,모델: 에어팟 프로/프로2 / 옵션: 프로06-오리헤드폰,너무 귀여워요 사진이랑 완전 똑같아서 놀랐어요
64,23.03.29.,5,모델: 에어팟 프로/프로2 / 옵션: 프로27-투명젤리케이스 + 키링,재질 괜찮아요 잘 쓰고 있습니당
65,23.03.29.,5,모델: 에어팟 프로/프로2 / 옵션: 프로09-쿼카 브라운,"귀엽고 ..귀엽고..ㄱ ㅣ여워요
잘 쓰고 있어요 가성비 괜찮아요"
66,23.03.29.,5,모델: 에어팟 프로/프로2 / 옵션: 프로07-공룡이 그린,배송빠르고 너무 귀요워요
67,23.03.29.,5,모델: 에어팟 프로/프로2 / 옵션: 프로10-투슬리스블랙,선물용인데 넘 귀여워용ㅋㅋㅋ 싸고 이쁩니다!
68,23.03.28.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,"진짜귀여워요리뷰중에 안맞는 부분도있다는데
저는 딱딱 잘 끼워져서 기분 좋았어요!!
화면보다 실물이 훨 귀엽습니다^_^
색이 너무 잘나왔어요.꼭사세용"
69,23.03.28.,5,모델: 에어팟 프로/프로2 / 옵션: 프로12-카드캡터,"실물이 더 귀여워요ㅠㅠ화면보다 실물이 훨씬 귀여워요 받자마자 기분이 좋아졌어용!!!
꼭 사세용"
70,23.03.28.,5,모델: 에어팟 프로/프로2 / 옵션: 프로02-쿼카 브라운,기여워서 아주 만족입니다.
71,23.03.28.,5,모델: NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,귀여워서ㅜ만족입니당
72,23.03.28.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,귀여워요! 받구 너무너무 만족해서 자랑하고 다녔어요! 귀엽고 이쁘고! 근데 금방 때가 타서 속상합니다ㅜㅜ
73,23.03.28.,5,모델: NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,배송도 빠르고 너무 귀여워요
74,23.03.27.,5,모델: NEW 에어팟3세대 / 옵션: 21-마리오,너무 귀여워서 만족감이 최고에요
75,23.03.27.,5,모델: 에어팟 프로/프로2 / 옵션: 프로02-쿼카 브라운,짱짱 기여운 에어팟 케이스!! 추천용!!
76,23.03.27.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,아니 ㅋㅋ너무 기여운거 아닙니까 ㅠ 가격도 저렴하규 ㅠㅠ너무 만족입니당
77,23.03.27.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,너무 귀여워요 ^^
78,23.03.27.,5,모델: 에어팟 프로/프로2 / 옵션: 프로08-오리헤드폰,궈여워요 같이 온 서비스도 이뻐요
79,23.03.26.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,진짜 너무귀여운거 아니에요?
80,23.03.25.,5,모델: 에어팟 1/2세대 공용 / 옵션: 16-크래커 베이지1,선물로 구매했는데 너무 좋아했어요!!!!
81,23.03.25.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,배송도빠르고 너무 귀여워요!
82,23.03.24.,5,모델: 에어팟 프로/프로2 / 옵션: 프로10-쿼카 화이트,넘 귀여워요 만족쿠 합니댜!!!
83,23.03.24.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,완전 귀여워요!! 배송도 빠르고 좋아여
84,23.03.24.,5,모델: 에어팟 프로/프로2 / 옵션: 프로12-네모푸,귀여워서 만족스럽게 잘 쓰고있어요~~ 미끄럼 방지겸 여러모로 굿
85,23.03.24.,5,모델: 에어팟 프로/프로2 / 옵션: 프로16-카메라블루,"진짜 너무 귀여운거 아닌가요ㅠ
가끔 케이스 열면서 머리 부분이 벗겨지진 하는데 뭐 귀여우면 된거죠!ㅎㅎ
다른것도 사봐야겠습니다~ 많이 파세요!"
86,23.03.24.,5,모델: 에어팟 프로/프로2 / 옵션: 프로09-쿼카 브라운,"진짜 너무 귀여운거 아닌가요ㅠ
가끔 케이스 열면서 머리 부분이 벗겨지진 하는데 뭐 귀여우면 된거죠!ㅎㅎ
다른것도 사봐야겠습니다~ 많이 파세요!"
87,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로32-블루베어+키링,심플이즈베스트 ㅎ ㅎ
88,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로32-블루베어+키링,배송 빠르고 케이스도 하나 더 줌 ㅎㅎ
89,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로20-고양이발 핑크,배송빠름 ㅎㅎ 잘샀어여
90,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,완전 귀여워요 ~~ 서비스도 최고
91,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로13-카이카이키키,"진짜 졸귀
가격이 저렴해서 기대안했는데 진짜 귀업네용
와이카이키키 실물이 넘 예뻐서 놀랫어용"
92,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,친구 선물로 줬어요 귀엽네요 배송도 빨랐어요
93,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로60-블루베어+키링,저렴하게 잘 샀어요 사은품을 많이 줘서 만족합니다
94,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로09-쿼카 브라운,너무 귀엽구 잘쓰고 있슥니당!!
95,23.03.23.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,"ㅠㅠ이제껏 구매했던 케이스중에서 제일제일!! 제일로 귀여워요. 발이 있어서 서있을거라곤 생각도 못했는데, 정말 오리처럼 서있어서 일할때에도 모니터 옆에 두고 일합니닼ㅋㅋㅋ"
96,23.03.22.,5,모델: 에어팟 1/2세대 공용 / 옵션: 56-날아라시바+키링,여전히 잘 쓰고 있어요
97,23.03.22.,5,모델: 에어팟 1/2세대 공용 / 옵션: 35-비숑인형,여전히 잘 쓰고 있어요
98,23.03.22.,5,모델: 에어팟 프로/프로2 / 옵션: 프로06-상어,너무 예쁘네요.아이가 무척 좋아합니다.
99,23.03.22.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,너무 예쁘네요.아이가 무척 좋아합니다.
100,23.03.22.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-우비피기,너무기엽고 생각보다 튼튼합니다
101,23.03.22.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,정말 너무 귀여워요 ><
102,23.03.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로10-쿼카 화이트,귀여워이잉 근데 선부분이 벌써 떨어지는중
103,23.03.21.,5,모델: NEW 에어팟3세대 / 옵션: 18-볼터치공룡핑크,넘 귀엽고 예뻐요!!
104,23.03.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로87-네이비(프로2),네이비 색상 케이스를 한달 동안 사용해보았는데요 케이스와 정말 잘 어울리고 주변에서도 잘 안 보여서 희소성이 대박입니다!
105,23.03.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,이쁘고 배송도 무지 빠릅니다!!!!!
106,23.03.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,너무 귀여워요!! 실물이 더 귀엽네요
107,23.03.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로25-블루베어+키링,딸이 완전 좋아해요 내구성도 좋구요
108,23.03.19.,5,모델: 에어팟 프로/프로2 / 옵션: 프로09-쿼카 브라운,매우 귀여워요 가성비 좋아오
109,23.03.18.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,너무 귀엽고 앙증맞고 잘산거 같아서 좋네요
110,23.03.18.,5,모델: 에어팟 프로/프로2 / 옵션: 프로26-레인보우+레고키링,너무 좋아요정말류요
111,23.03.18.,5,모델: 에어팟 프로/프로2 / 옵션: 프로28-캔디화이트,너뮤좋아요정말로요ㅠ
112,23.03.17.,5,모델: 에어팟 프로/프로2 / 옵션: 프로09-쿼카 브라운,아이가 좋아해요~~
113,23.03.17.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,귀엽고 저렴하고 괜찮네요.
114,23.03.17.,5,모델: NEW 에어팟3세대 / 옵션: 43-몬스터,빠른배송이 마음에 들어요
115,23.03.17.,5,모델: NEW 에어팟3세대 / 옵션: 04-닌텐도,빠른배송이 맘에 듭니다
116,23.03.17.,5,모델: 에어팟 프로/프로2 / 옵션: 프로14-닌텐도,빠른배송이 마음에 듭니다
117,23.03.17.,5,모델: 에어팟 프로/프로2 / 옵션: 프로21-세일러문 마법봉,가성비 제품 좋은제품 잘쓰겠습니다
118,23.03.17.,5,모델: 에어팟 프로/프로2 / 옵션: 프로04-시바몸통,근무자와 아내랑 같이 주문 해서 쓰고 있는데 가성비 제품이고 재주문 할꺼 같네요 다음에는 포켓몬이나 마블 있으면 부탁드리겠습니다
119,23.03.17.,5,모델: NEW 에어팟3세대 / 옵션: 27-비모,조아요조아요조아요조아요 조아요조아요조아요조아요
120,23.03.09.,5,모델: 에어팟 프로/프로2 / 옵션: 프로20-세일러문 얼굴,이뻐요 !!!!!!
121,23.03.09.,5,모델: 에어팟 프로/프로2 / 옵션: 프로06-상어,기여워요 저렴이로 딱
122,23.03.08.,5,모델: NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,그냥 무난한 젤리케이스 입니다!
123,23.03.08.,5,모델: NEW 에어팟3세대 / 옵션: 23-세일러문 마법봉,핵귀엽습니다. 진짜 너무 조아용.
124,23.03.07.,5,모델: NEW 에어팟3세대 / 옵션: 08-상어,상어 상어 귀여워요
125,23.03.07.,5,모델: NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,생각했던 것보다 더 맘에 들어요ㅎ
126,23.03.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로11-시바몸통,떼가 타서 헤어 졌어요 ㅠㅠ
127,23.03.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로04-시바몸통,좀 귀여워요 ~~ 때가 잘안타네요
128,23.03.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,넘 귀여워요 ㅠㅠ흐헝 오리 귀여워 때탈거알지만 그래도 샀어요
129,23.03.07.,5,모델: 에어팟 프로/프로2 / 옵션: 프로24-조이패드 블랙,가성비 좋아요~!!
130,23.03.06.,5,모델: 에어팟 프로/프로2 / 옵션: 프로15-카메라민트,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요
131,23.03.06.,5,모델: 에어팟 프로/프로2 / 옵션: 프로14-닌텐도,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요
132,23.03.06.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-우비피기,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요
133,23.03.06.,5,모델: 에어팟 프로/프로2 / 옵션: 프로10-쿼카 화이트,상품이 너무 귀엽고 케이스에서도 잘 안빠져요~ 튼튼하니 좋아여!
134,23.03.06.,5,모델: 에어팟 프로/프로2 / 옵션: 프로25-블루베어+키링,상품이 너무 귀엽고 케이스에서도 잘 안빠져요~ 튼튼하니 좋아여!
135,23.03.06.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,남편이랑 커플로 잘 사용하고 있습니당~~ 케이스가 잘 빠지지도 않고 좋아요👍🏻👍🏻
136,23.03.05.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,너어무 귀여워요 이런더 사려고 돌아다녀도 못구해요 진짜
137,23.03.05.,5,모델: NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,마음에 듭니다 많이 파세요
138,23.03.04.,5,모델: 에어팟 1/2세대 공용 / 옵션: 11-페페,잘 사용하겠습니다 감사합니다
139,23.03.04.,5,모델: 에어팟 프로/프로2 / 옵션: 프로10-쿼카 화이트,"귀여워욤,,,,,ღ 
요건 1+1 아닌가봐욤ㅎㅎㅎ"
140,23.02.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,이쀼릿 이쀼리.왕이쀼리
141,23.02.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로21-세일러문 마법봉,이뿌릿이뿌리 떠사꾸야 ㅋㅋㅋ 이쁜거 천지
142,23.02.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로03-무지개,주문햇는것중 젤맘에 드는거 픽하고 친구줫능데 친구가 아주 잘 끼우고 다니고 잇어서 흡족
143,23.02.21.,5,모델: 에어팟 프로/프로2 / 옵션: 프로25-블루베어+키링,한달동안 사용함에 문제없이 잘 끼우고 다니고 있습니닷
144,23.02.20.,5,모델: 에어팟 프로/프로2 / 옵션: 프로84-스카이(프로2),한달 동안 써도 이상없이 잘 있네요~
145,23.02.19.,5,모델: 에어팟 프로/프로2 / 옵션: 프로21-세일러문 마법봉,너무 예쁘네요 !다른 디자인두 구맹 예정입미댜
146,23.02.19.,5,모델: 에어팟 프로/프로2 / 옵션: 프로10-쿼카 화이트,넘 귀여운거 잘 산거 같아용
147,23.02.19.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,귀여운 케이스 잘 사용중입니다.
148,23.02.18.,5,모델: NEW 에어팟3세대 / 옵션: 21-마리오,너무 귀여워요 ㅎ너 무너무 좋아요
149,23.02.18.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,넘 귀엽네요 또 재구매 합니다
150,23.02.17.,5,모델: 에어팟 프로/프로2 / 옵션: 프로25-블루베어+키링,에어팟 케이스는 다양해서 맘에 들어요~~
151,23.02.17.,5,모델: 에어팟 프로/프로2 / 옵션: 프로03-무지개,에어팟 프로에 여러가지 디자인을 해볼수 있어서 좋아요
152,23.02.17.,5,모델: NEW 에어팟3세대 / 옵션: 21-마리오,커플템으로 좋아요 이가격에 증정품까지
153,23.02.17.,5,모델: 에어팟 프로/프로2 / 옵션: 프로16-카메라블루,배송빠르고 긔엽네요!
154,23.02.17.,5,모델: NEW 에어팟3세대 / 옵션: 22-버섯,가격대비 최고예요 귀염뽀짝에 증정품 짱이에오
155,23.02.17.,5,모델: 에어팟 1/2세대 공용 / 옵션: 06-냥이케익,귀여워요! 친구 선물로 줬는데 좋아했어요
156,23.02.16.,5,모델: 에어팟 프로/프로2 / 옵션: 프로11-시바몸통,귀여워요. 단점) 머리가 자꾸 빠짐.
157,23.02.16.,5,모델: NEW 에어팟3세대 / 옵션: 45-아이언맨,"아이언맨 구매했는데 센스 있게 스파이더맨이 같이 왔어요. 배송도 빠르고 사은품도 감사합니다. 
케이스도 맘에 들어요 굿"
158,23.02.16.,5,모델: NEW 에어팟3세대 / 옵션: 21-마리오,너무 귀엽고 착용감도 좋아요^_^
159,23.02.16.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,너무 귀여워요 그리고 서비스도 많이 주셨어영
160,23.02.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로02-아따공룡,처음 배송시 에어팟 3 케이스가 와서 당황 스러웠지만 추후 대처가 너무 훌륭 하셔서 별 5개 만족 드립니다. 그외 케이스질도 나쁘지 않고 배송고 빠르도 좋네요!!
161,23.02.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로26-세일러문 얼굴,너무 귀여워요 잘쓰고있어여
162,23.02.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로11-시바몸통,너무 귀여워요 잘쓰고있어여
163,23.02.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로06-상어,"구매한거랑 사은품으로도 더왔어요
잘쓸께요"
164,23.02.01.,5,모델: 에어팟 프로/프로2 / 옵션: 프로18-핑크 냥이,"서비스도 주시고 좋아요
잘쓸께요~~"
165,23.01.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-우비피기,좋습니다 사은품도 좋네요 다음에 사게되면 또 구매하겠습니다
166,23.01.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로08-오리헤드폰,정말 좋습니다 장착도 잘되고 2개사서 랜덤 캐이스1개도 받고 청소도구도받았네요 아쉬운점은 말랑하다 보니 케이스가 눌려서 모양이 좀 찌그러지는 아쉬운점이 있네요 그래도 만족합니다
167,23.01.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로05-우비피기,음질도 뭐 준수하고.. 좋네용
168,23.01.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,빠른 배송 감사합니다!!
169,23.01.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로02-아따공룡,빠른 배송 감사합니다!!
170,23.01.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로04-시바몸통,귀여워요! 여러개샀는데 번갈아사용중입니다
171,23.01.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로25-블루베어+키링,이쁘고 좋아여 잘쓸께요
172,23.01.31.,5,모델: 에어팟 프로/프로2 / 옵션: 프로14-닌텐도,빠른배송 아직 장착전인데 맘에 듭니다ㅎㅎ
173,23.01.30.,5,모델: 에어팟 프로/프로2 / 옵션: 프로09-쿼카 브라운,귀여워요 !!!!! 서비스 케이스 감사합니당 ㅎㅎ
