,기입날짜,별점,옵션,후기
41,22.02.15.,4,"칡즙: 50포
유통기한꽤 남았어요포장적당해요편리그냥그래요",맛있어서 자주 구매합니다.
42,22.02.08.,4,"칡즙: 50포
유통기한아주 넉넉해요포장적당해요편리편리해요",이것 저것 챙겨주시고 감사합니다. 이거 복용하고 건강해질께요.
43,22.01.12.,4,"칡즙: 50포
유통기한꽤 남았어요포장적당해요편리그냥그래요",선물했어요. 맛있어서.
44,21.07.27.,4,"칡즙: 50포
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",갱년기장애 효과있습니다.
45,21.01.11.,4,"칡즙: 50포
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","두번째주문입니다
잘먹고있어요"
46,23.04.23.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",포장도 좋고 맛고 진허고 좋어요
47,23.04.22.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",여기서만시켜먹는대역시나만족함니다다먹고. 또시킬게요. 수고하세요
48,23.04.21.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",진하고 너무 맛있어요. 몇개를 받아 마셨는데 너무 맛있어서 대량 주문했습니다.
49,23.04.21.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장적당해요편리그냥그래요",굳!! 맛은 약간 쓴데 원래 다 쓰잖아요 굳
50,23.04.19.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",너무 너무 좋아요 ~~~
51,23.04.18.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","우선 제가 먹던 칡즙 중에서 가장 달콤해서 맛있었어요
칡에도 암칡, 수칡이 있다는 말을 듣고 구매했는데 암칡이 달콤한가 봅니다
냉장보관해서 하루 한 포씩 잘 먹고 있어요
전 갱년기 예방으로 남편은 커피 대용으로 먹고 있는데 남편을 위해 수칡으로 재구매할 예정입니다"
52,23.04.17.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","진짜달고맛있어요!!!
정말진해서좋아요!!"
53,23.04.17.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",엄마가 너무 좋아하셔서 재주문하려구요. 갱년기 여성한테 특히 좋은 것 같아요
54,23.04.16.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",칡즙 진하고 맛있어요~
55,23.04.16.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",세번째 구매해서 먹고있습니다..진하고 좋아요
56,23.04.15.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",넘 맛있어요.  추천해요!
57,23.04.15.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장적당해요편리그냥그래요",신랑이 잘먹네요 감사합니다
58,23.04.13.,5,"칡즙: 실크보자기 포장(50포)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","전체적으로 포장에 신경을 많이 쓴 것이 느껴져요 
상자도 그렇고 마실 때 팩이 깔끔하게 잘 뜯어져요"
59,23.04.13.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있고 진해요 정성이 느껴집니다 담에 또주문할께요 감사합니다
60,23.04.12.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","선물하기도 좋고
부담 없어요."
61,23.04.10.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",계속 마실수록 깊은맛 깔끔한맛 넘 좋아요 시원하게 마시면 갈증해소되되요
62,23.04.07.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",가격대비 제품 좋습니다.
63,23.04.07.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있어서 재구매합니다. 하루 한봉 아침에 먹어요.
64,23.04.06.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",건강 생각하며 열심히먹고있어요 맛이진합니다.
65,23.04.05.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",진한칡즙 진짜 맛있습니다:)
66,23.04.05.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",안써서먹기좋았어요^^
67,23.04.04.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",한달 지난 지금도 잘 챙겨먹고 있어요~갱년기에 접어든 저에게 정말 좋은 제품이네요~^^굿~
68,23.04.04.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","맛있어서두번째 구매했어요 서비스로주신
토마토 도라지배즙도. 진하고맛있어요"
69,23.04.03.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","맛잇고좋아요
담또 시켜먹을꺼에요"
70,23.04.03.,5,"칡즙: 50포(일반포장)
유통기한꽤 남았어요포장꼼꼼해요편리편리해요","또구매원해요
정말찐하구요
하루한포씩잘챙겨먹고잇어요"
71,23.04.02.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","우리산 칡즙을 처음 접하고 진한 겨울칡의 맛에 푹 빠졌는데요. 적당히 쌉쌀하면서 달콤한 암칡을 먹으면 건강해지는 느낌이 팍팍 생긴답니다.
물을 탄 듯한 칡즙만 드셨던 분들이라면 꼭 한번 드셔보시길 추천드려요~부모님들도 굉장히 좋아하실꺼에요!!^^"
72,23.04.01.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",친정엄마 칡즙갱년기 건강선물로 해드렸는데 엄청 좋아하셨어요. 갈아만든 맛이라며 열심히 드셔서 만족스러워요. 주변에 지인 선물용으로도 너무나 좋은 건강착즙을 찾게돼서 좋네요
73,23.03.31.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","부모님이 칡즙을 자주 드셨는데 구매해 먹던곳이 없어져서 처음으로 인터넷 주문을 해드렸는데요. 기존에 먹던것 보다 더 맛있다고 암칡이라고 너무 좋아하시네요.
쓴맛보다는 구수하고 깊은맛이 너무 좋습니다 ! 서비스로 주신 토마토즙도 잘 먹을게여 !"
74,23.03.29.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","색도 진하고 향도 찐하고 맛이 진해요 
암칡인 거 같아요 
배송도 아주 빠르고 신선해서 완전 만족스럽습니다 
엄마 선물이었는데 좋아하셔서 저도 행복해요 
사은품으로 주신 것도 맛있었어요

업체에서 지원 받아 솔직하게 작성했습니다"
75,23.03.29.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",이제야 진짜 칡즙먹는 기분입니다~^^
76,23.03.27.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",안그래도 피로회복이 잘 안되서 피로회복을 위해서 선택을 했는데요. 진짜 구매하길 잘 했다는 생각이 듭니다. 요즘에는 점점 날씨가 따듯해지면서 냉장고에 넣고 꼬박 꼬박 한개씩 챙겨먹고 있는데 너무 좋네요. 하루 하루가 다르다는게 느껴집니다. 봄철이라 면역력 중요한데 몸에 좋은거 잘 챙겨드시고 건강하셨으면 좋겠습니다.
77,23.03.27.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",아빠가 가짜칡즙 드시면 대번 아시는데 여기껀 진짠가바요 벌써 세번째 구매에요  다먹고 또 시킬게요
78,23.03.27.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",역시 정직한맛~ 다른 첨가물이 섞이지 않은 순수 칡즙 그대로의 맛입니다 이맛 그대로 지켜주시고 계속 구매해서 먹을 예정입니다  건강위해 먹는건데 하나를 먹더라도 좋은걸 먹어야지요~  서비스로 주신 토마토와 사과즙도 정말 정직한 맛입니다 믿고 먹을수 있는 믿음이 가는곳입니다 계속 정직한맛 지켜주세요~^^
79,23.03.26.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장적당해요편리편리해요","제꺼 주문하면서 부모님댁에도 보내드렸는데 좋다고 하시네요
건더기(?)녹말이 많아서 많이 흔들어 먹어야하지만 진하니 좋은거 같아요"
80,23.03.26.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장적당해요편리편리해요","쓴맛은 있지만 먹을만하구요
뒷맛이 깔끔해서 전 좋았어요
당장 무슨효과가 있는건 아니지만 꾸준히 먹어보려구요"
81,23.03.26.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",꾸준히 잘 먹고있어요 또 재구매 할개요 ㅎㅎ
82,23.03.26.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있어서 재구매핬어요  지인들에게 한포씩 돌렸더니 다들 좋아하네요 서비스로 넣어주신 즙들도 관심이 많아요
83,23.03.26.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",재구매해서  또 먹습니다  어릴때먹던 그칡맛 ~  여기저기 먹어봤는데 그래도 여기가 그시절맛과 젤로가깝네요  맛있어요
84,23.03.25.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장적당해요편리편리해요","먹어보고 지인 선물했어요
저는 장복하려구요"
85,23.03.25.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","목 넘김이 편하고 , 일단 아침 공복에 속이 편해서 좋아요^^"
86,23.03.25.,5,"칡즙: 실크보자기 포장(50포)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","목 넘김이 편하고 , 일단 아침 공복에 속이 편해서 좋아요^^"
87,23.03.24.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",칡즙은 첨 먹어보지만 거부감없이 잘 넘어가네요~~남편이랑 같이 먹으려고 주문했는데 만족해요^^한달 먹어보고 다시 리뷰하러 와야겠어요~
88,23.03.24.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","진짜 맛있네요. 칡을 그냥 씹어 먹는 맛이라고 하는게 맞는듯 해요.
입에 맞는 칡즙 찾기 쉽지 않은데 넘 좋아요. 토마토즙도 맛있어요 그것도 주문해볼까해요. 번창하세요~~"
89,23.03.24.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","포장이 고급져서 선물하기 좋아요
엄마가 칡즙 좋아하셔서 샀는데 와 이거 진해서 엄청 좋아하시네요
다 마시면 또 사러올게요"
90,23.03.24.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",진하고 아주 향이 조아요 먹기 편안해요 효과도 있는둣해요
91,23.03.23.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","항상 먹는 칡즙! 포장도 꼼꼼하고 다른 칡즙보다 진해서 진짜 맛있어용>< 
저희 엄마가 제일 좋아하는 칡즙 맛집🤗
다음에 또 주문할게용♥️"
92,23.03.22.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","너무 잘 먹을게요! 저에게
딱이에요 ㅋㅋ"
93,23.03.22.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","100개 구매하여 먹고 재구매 했습니다
칡즙 꾸준히 먹는사람 인데 이곳만한 진실한 칡즙은 없어요~  건강위해 먹는건데 맛은 정직하거든요~ 좋은상품은 먹어본 사람이 알거든요 저는 앞으로도 쭉~  구매하려구요  정딕한맛 계속 부탁드립니다~^^"
94,23.03.21.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",두번째시켜서 먹네요. 꾸준히 정말 좋아요
95,23.03.19.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",갱년기 증상이 많이 완화되는거 같아요.
96,23.03.18.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",아주 맛있어요. 칡즙이 이렇게 맛있을수도 있구나 알게 되어 앞으로 여기서만 구매하려고 합니다.
97,23.03.18.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛있고 진해요  먹고 또 구입할게요
98,23.03.17.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",진하고 마실만해서 매일 먹고있어요
99,23.03.17.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",부모님 선물로 구매한건데 좋습니다~
100,23.03.17.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",부모님 선물로 구매한건데 좋습니다~
101,23.03.15.,5,"칡즙: 50포(일반포장)
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",판매자님께서 편지도 친절하게 보관법이나 먹는법도 편지로 동봉해 주시고 서비스맛보기도 주시고 또 먹어보니 찐  약간 걸죽한게 꼭 직접 짜먹는 느낌이라할까  암튼 맛도 괜찮코 꾸준히 복용해보려구요
102,23.03.14.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",생각외로 맛괜찮아요  좋아요
103,23.03.10.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","감사히 잘 먹고있어요~
다먹고 재구매할게요~"
104,23.03.10.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",감사합니다 ~ 감사합니다 ~
105,23.03.09.,5,"칡즙: 50포(일반포장)
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",잘받앗어요 맛 나쁘지 안아요 잘먹겟습니다
106,23.03.09.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",칡즙이 여자한테 특히 좋다고 해서 주문해보았어요~ 생각보다 많이 쓰지않고 먹기 좋네요~전분도 많고 아주 진하니 물도 타지않은 찐입니당~~ 앞으로 꾸준히 먹기로 결심했답니다~^^
107,23.03.08.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","직접 갈아만든 생즙이라해서 챙겨먹고 있어요
칡을 생으로 먹는듯 정말 진하고 진득합니다 
개봉하자마자 자연의 칡 향이 확느껴질정도로
일반 즙하고 확연히 다릅니다
맛도 좋아서 밥먹고 나서 잘 들어가네요
제품을 제공받아 솔직하게 작성하였습니다"
108,23.03.07.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","첫맛은 쌉쌀하고 중간맛은 구수함
끝맛은 달달한 맛이 무척 매력적인 제품이에요.
기존에 맛보았던 칡즙들과는 비교불가입니다.
엄청 진해요."
109,23.03.07.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","어머니 선물로 준비해봤는데요.
진한 맛이 일품입니다.
쌉싸래 하면서도 구수함과 단맛이 배어
농후함이 느껴지더라구요. ^^
어머니도 무척좋아하셨어요."
110,23.03.07.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","침전물이 이렇게 있는걸 보니 정말 좋은 칡만을 사용해서 만든 칡즙 이라는게 느껴지더라구요.

정말 정성이 느껴지는 맛이었어요. 지금까지 제가 먹은 칙즙은 거의 물을탄 ...가짜 같은 느낌이 들 정도로 ! 

매일 꾸준히 한두포씩 복용하니 정말 피로회복에 확실한 효과가 있더라구요!

갱년기인 엄마께 드렸더니 피곤함이 확실히 덜하다고 하셨어요 ~

우리산 생칡즙을 추천드려요 !"
111,23.03.07.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","정성껏 잘 먹고 있습니다.

다음에는 시음음료 더 많이 주세요~~~
감사합니다."
112,23.03.06.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",진하고 좋습니다. 재구매 의사 있습니다.
113,23.03.05.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛이 정말찐하고 맛있어요
114,23.03.05.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","이전에 먹던칡즙은 너무써서 먹기힘들었는데
우리산칡즙은 너무달고맛있어요!
칡향도강하고 걸죽한데 달고맛있어서
꼬박꼬박 챙겨먹고있어요!
패키지도고급스러워 시어머니 선물로하나 더주문하려구요!"
115,23.03.04.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",처음에는 별 생각 없었는데 먹어본 순간부터는 칡즙 정착하고 싶을 정도로 좋은 제품입니다 진하고 맛있어요! 입맛 까다로운 아빠도 넘 만족하셨습니다 또 구매할 것 같아요 :-)
116,23.03.04.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","자연산 암칡으로 만든 천연 칡즙이어서 진하고 영양감이 느껴져서 좋았어요! 그렇다고 먹기 불편하게 향이 심하진 않고 먹기에 편안하고 단맛도 은은하게 나서 만족합니다 ㅎㅎ 숙취해소에 너무나 좋고, 갱년기이신 저희 엄마도 너무 만족하세요!"
117,23.03.01.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","되직하니까 더욱 믿음이 가요
팩으로 되어 있어 휴대가 편리하고 음료처럼 해서 마시기 좋아요~
서비스도 꼼꼼히 챙겨주셨어요"
118,23.03.01.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",칡즙 맛 대박이에요. 그냥 진하기가 ㅋㅋ 선물용으로도 좋을것 같아요. 부모님도 진하고 맛있다고 매일 챙겨드시네요. 다 먹으면 또 구매하려구요. 대박
119,23.02.28.,5,"칡즙: 30포(일반포장)
유통기한꽤 남았어요포장꼼꼼해요편리편리해요",갱년기에 좋대서 구매했어요  2포/하루 식후에 복용해요. 쓸 것 같은데 차게 해서 먹으니 달달 쌉싸름하니 먹을 만해요. 여러번 흔들어 앙금까지 먹고 물로 헹궈 먹어요. ㅎㅎ 전 꾸준히 먹으려구요. 또 구매하렵니다.
120,23.02.18.,5,"칡즙: 50포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",맛이 있기를 기대하지 않았는데 고소하고 맛있습니다. 천식땜에 샀는데 에스트로겐도 많다고 하니 일석이조네요.
121,23.02.16.,5,"칡즙: 30포(일반포장)
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요","너무 묽은거 보다 걸죽해서 너무 좋아요!!!!
포장되어있는 파우치도 비닐같이 얇지않아서 고급스럽고, 박스도 선물용으로 너무 좋을 것 같아요!
갱년기 때문에 힘들어하는 엄마드리려고 샀는데, 명절 선물로도 좋을 것 같아요 ㅎㅎ"
