,기입날짜,별점,옵션,후기
17,22.06.21.,3,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),키캡 마감이 별로네요.
18,22.05.14.,3,배열: 87키 / 색상: 다크그레이 / 스위치: 스피드실버축(45g),스테빌이 아쉬움 백스페이스바에서 틱틱소리가 매우거슬림
19,22.05.08.,3,배열: 87키 / 색상: 클라리온P / 스위치: 갈축(35g),산지 2달만에 키가 안먹어서AS보냈네요....잘 해주시긴 했지만 그래도 신뢰도 팍..
20,22.05.02.,3,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(38g),중간중간 너무 중복으로 눌리는 것들이 있음
21,22.04.15.,3,배열: 87키 / 색상: 클라리온S / 스위치: 밀키축(38g),키감은 나쁘진 않은데...음... 몇몇 키캡에 점이 찍혀있거나 얼룩이 있는 등 키캡 상태가 좀 아쉽네요 귀찮아서 그냥 쓰긴 하겠지만..재구매는 글쎄요...
22,22.03.10.,3,배열: 87키 / 색상: ◎퍼플러 / 스위치: 밀키축(45g),스테빌이... 좀 아쉽습니다 ㅠㅠ
23,22.02.27.,3,배열: 87키 / 색상: ◎퍼플러 / 스위치: 적축(38g),플라스틱 덮개가있어 좋아요
24,22.02.21.,3,배열: 104키 / 색상: ★클라리온P / 스위치: 저소음적축(35g),led불들어오는거땜에제가문의를많이했는데.. 뭐가문제인지ㅜㅜ 디자인보고구매했는데아쉽
25,22.01.31.,3,배열: 104키 / 색상: ★클라리온P / 스위치: 게이트론 저소음갈축,"다른 분이 이 키보드를 쓰셔서 한번 써보고 좋아서 구매하게 됨.
 제품을 받고 나니까 내거는 윤활이 좀 잘못된건지 특정 키들에서 유독 팅팅거리는 스프링 소리가 크게 남.(통울림 소리는 아님)
당장 필요한 것도 있고 교환받기도 애매해서 그냥 쓰기로 함.

배송은 빠르고 좋았습니다. 상자도 손상 없이 잘 왔음."
26,22.01.21.,3,배열: 87키 / 색상: ◆다크시티 / 스위치: 저소음적축(35g),"저적35 엄청 가벼워서 좋긴한데
스테빌라이저 부분은 확실히 무겁네요
맥에서 쓸때 컨트롤+탭을 굉장히 자주누르는데 컨트롤이 자꾸 안눌려서 탭만눌리는 경우가 있어서 짜증나는 정도네요"
27,22.01.08.,3,배열: 87키 / 색상: ◎퍼플러 / 스위치: 코랄축(45g),"다 좋음. 일단 터건감, 통울림 등등 정말 만족했지만 일부 키에서 넌클릭임에도 적축같이 잘 안올라오고 구분감이 사라지는 경우가 있었음"
28,21.12.29.,3,배열: 87키 / 색상: ◎퍼플러 / 스위치: 밀키축(38g),"키보드 자체 성능에는 문제 없고 너무 만족할만한 키보드에요 밀키축 이름대로 쫀쫀하고 부드럽고 너무 좋습니다ㅠㅠ

근데… 배송상태가… 여태 키보드 사본 것 중에 제일 성의없이 왔어요…
한*이나 레*폴*에서는 박스나 큰 에어캡에 넣어주던데, 여기는 그냥 에어캡 한 5장 두르고 비닐 봉지에 왔어요… ㅎㅎㅎ (두번째 사진처럼)
사은품으로 주신 장패드는 그냥 비닐이랑 붙어서 왔고 아무 포장도 없었어요 ㅋㅋㅋ
이어폰이나 이런건 대충 비닐에 받아봤어도, 전자기기나 기기 부품을 이렇게 받아본적은 없어요
그리고 제품 박스인지 장패드인지 담배냄새가 진짜 너무 많이 나요….

다음에 나올 라이트그레이 코랄축도 시키려고 했는데 너무 실망스러워서 다시 고민 좀 해보려구요
제품은 진짜 좋았는데 배송이 너무 엉망이라 3점 드려요… 간단한 포장도 없이 그냥 포장용 비닐 밑에 장패드 깔아서 보내신거랑 그냥 에어캡 5장 싸서 보내신건 아주 좀 충격입니다 당근마켓도 이렇게는 안보낼거 같아여…"
29,21.12.27.,3,배열: 87키 / 색상: ◎퍼플러 / 스위치: 밀키축(38g),잘받았습니다. 다만 비싼 키보드인데 박스가 아닌 비닐봉지에 넣어 배송받은건 처음이라 매우 당황했네요
30,21.11.21.,3,배열: 87키 / 모델: ☆클라리온2(저소음적축35g),머리카락이 같이 랩핑되서와서 찝찝했어요..
31,21.09.17.,3,배열: 87키 / 모델: 라이트그레이(저소음적축45g),기계식 키보드를 청축 말고 처음 써보는데 저소음 적축이 처음에 적응이 안되다가 며칠 지나니까 서걱서걱 소리가 조용하고 참 좋습니다. 그런데 처음에 흠음재가 깔려왔을 때는 누르는 느낌이 너무 무거워서 스테빌 통울림 감안하고 제가 흡음을 뺐는데 그러고 나니까 정말 편안합니다. 번창하세요. 제품 좋습니다.
32,21.09.17.,3,배열: 87키 / 모델: 클라리온2(코랄축45g),"키캡 높이가 차이가 좀 있네요..(높은거는 힘주면서 마췄네요..)
그래도 키감하구 소리는 생각보다 좋아요.
디자인도 좋구요, 색상도 밝아서 아주 깔끔하니 좋아요
잘쓸께요!!!"
33,21.09.07.,3,배열: 87키 / 디자인: 라이트그레이 / 스위치: 저소음적축35g,좋긴한데 저 처럼 손가락이 굳은 사람은 35g 오타가 너무 많이 나네요.
34,21.07.11.,3,배열: 87키 / 디자인/스위치: ☆다크그레이/적축,너무좋아요 굳굳궅궅
35,21.06.09.,3,배열: 87키 / 스위치: 클라리온v2/저소음적축35g,한달사용하니 소음발생...
36,21.05.25.,3,디자인: ☆다크그레이 / 배열/스위치: 87키/오레오축,오레오... 갈축 윤활 잘못해서 리니어가 되버려 넌 클릭 하나 장만 했는 데 저는 역시 리니언가 보네요 크림이나 살껄...
37,21.04.12.,3,디자인: ★다크시티 / 배열/스위치: 87키/크림축(45g),크림축 키감은 아주 마음에 드는데 45g 인데 생각보다 키압이 있는거 같이 느껴져서 기존에 있는 적축을 사용중입니다. 따로 옆에두고 비교하지않으면 모를수준이긴합니다. 키감은 매우 좋습니다.
38,21.04.11.,3,배열: 104키 / 색상: ☆다크그레이 / 스위치: 스피드실버축,시끄럽긴한데 좋아요
39,21.03.27.,3,배열: 87키 / 색상: ☆다크그레이 / 스위치: 스피드실버축,전반적으로 만족하지만 윤활이 균등하지 않아서 아쉽습니다.
40,21.02.17.,3,배열: 104키 / 색상: ☆다크그레이 / 스위치: 스피드실버축,소리가 조그 시끄럽지만 키감은 좋아요
41,21.01.10.,3,배열: 87키 / 스위치: 다크그레이-크림축(45g),그냥 그렇네요 풀윤활인데 스페이스바는 잘되어있구 나머지키들은 골고루 안돼서 느낌이다르네요
42,22.12.20.,4,색상: 라이트그레이(87키) / 스위치: 적축(45g),"폭신폭신한 느낌이에요~
색감이 레트로해서 좋습니당"
43,22.10.02.,4,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(45g),"저소음적축이라 소리도 엄청 안나고 탁 탁 하는 키감보다 부드러운느낌이라 좋았습니다
배송도 빠른편이었고
분홍키는 별로 안쓰고싶어서 바꿀수있는건 다 바꿨는데 교체할 수 있는 키가 스페이스바는 없어서 재질이 다른 보유중이던 키캡을 끼웠는데 이점이 너무 아쉽습니다
한달 써보니까 살살 안누르면 키소리 좀 나긴하는거같아요"
44,22.10.01.,4,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축(45g),"하루에 타자 치는 시간이 긴 편이라 손가락이 아파서
저소음 가벼운 키보드를 찾고있었어요
저적35랑 게저갈 갈축35중 고민하다가 
게저갈도 가볍다는 후기가 있어서 구매했는데 
저에겐 이것도 살짝 무겁네요 
좀 더 약한 힘으로도 눌렸음 좋겠는데..
35갈축이나 저적으로 살 걸 후회 중입니다
사용하다가 통증이 안 사라지면 다시 사려구요
색감이나 타건감 조용한 건 마음에 들어요"
45,22.09.21.,4,색상: 라이트그레이(87키) / 스위치: 적축(45g),생각보다 단단해서 마음에 듭니다
46,22.09.15.,4,색상: 퍼플러(87키) / 스위치: 밀키축(38g)/LED없음,살짝 누런색으로 끝부분이 오염되었지만 나머지는 이상없는거같습니다
47,22.09.10.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 저소음적축(45g),"C타입 단자를 제대로 끼워야 인식이 됨
나머지 키감, 무게 다 좋았음"
48,22.09.05.,4,배열: 104키 / 색상: 퍼플러 / 스위치: 갈축(45g),타건감 좋고 색상도 이쁘니 아주 만족스럽습니다.
49,22.09.04.,4,색상: 퍼플러(87키) / 스위치: 밀키축(38g)/LED없음,"이쁘고 배송빠르고 키감도 좋습니다
다만 풀윤활이라지만 스테빌 찌걱임이 좀 느껴지는데 특히 엔터키가 많이 느껴지고
A키만 저소음축 치는것처럼 느낌이 다르네요 축불량같고 귀찮지만 as맡겨야할거같습니다"
50,22.09.02.,4,색상: 퍼플러(87키) / 스위치: 밀키축(38g)/LED없음,"키보드 몸체 옆쪽 찍힘이 있어서 아쉽네요. 손으로 건드리면 찍힘이 걸리는 느낌이 나는 정도이지만 교체하기 귀찮으니 그냥 감안하고 쓰겠습니다.

키감은 아주 만족스럽습니다. 평소 바밀로 저적을 즐겨쓰고, 가끔 레오폴드 fc750r 갈축을 쓰는데 밀키축은 또 완전히 다른 재미네요. 갈축은 약간 시끄럽다고 느끼는데 밀키축 타건음은 적당하니 소리도 좋고 마음에 듭니다."
51,22.08.31.,4,색상: 라이트그레이 / 스위치: 적축(45g),노트북 자판만 쓰다가 이거 쓰니까 팔이 너무 아파요 손가락이 힘도 많이 들어가고 아직 적응이 안 돼요
52,22.08.10.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),괜찮아요 시간지나도 팅팅소리 안나네요
53,22.08.02.,4,배열: 104키 / 색상: 다크그레이 / 스위치: 밀키축(38g),잘모르겠는데 잘쓰고있음
54,22.07.25.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 저소음적축(35g),생각보다 굉장히 조용해서 그냥 적축살것도 그랬네요. 타건감은 갈축만큼은 못하는데 사무실에서 쓸거라서 괜찮아요
55,22.07.20.,4,배열: 104키 / 색상: 퍼플러 / 스위치: 갈축(45g),색상 이쁘고 키감 좋네요. 다만 아쉬운건케이블이 너무 다른 제품꺼 같네요
56,22.06.18.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 저소음적축(35g),키보드 크기가 작고 소음이 적어서 좋네요
57,22.06.16.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),엔터키가 살짝 삐뚤긴한데... 키감이나 스테빌이 괜찮아서 그냥 씁니다
58,22.06.01.,4,배열: 87키 / 색상: 클라리온S / 스위치: 저소음적축(35g),처음에 불량 받아서 반신반의 했는데 잘 쓰고 있습니다
59,22.05.18.,4,배열: 87키 / 색상: 클라리온S / 스위치: 적축(45g),"풀윤활이라 그런지 키감하나는 레오폴드, 바밀로, 마르스프로 슈팅스타, 체리 mx board 3.0s 다 써본 사람으로서 가장 좋습니다 스프링,철심,통울림 전혀 없고 부드럽고 사각사각 정말 좋습니다 디자인도 파스텔톤의 정말 예쁘고요 그러나 단점은 led에 있습니다 일단 스위치가 정방향이라 키보드를 앞에두고 정면으로 봤을 때 눈뽕이 엄청 심합니다 거의 led를 사용하지 못할정도로 눈뽕이 심하고 키캡 옆면에 led가 샙니다 또한 led를 틀어놓고 키보드를 누를 때마다 led가 조금씩 깜빡깜빡 거리네요 led품질은 떨어져도 키감, 키보드 자체의 디자인은 정말 좋습니다 누가 뭐래도 키감은 정말 좋고 최대 단점은 led입니다"
60,22.05.11.,4,배열: 87키 / 색상: 클라리온P / 스위치: 저소음적축(35g),"너무너무 예쁘고 35g이라 키감 가볍고 조용하구요
가끔 스프링 튕기는 느낌과 소리가 삐걱..하고 나는게 조금 아쉽긴 한데ㅠㅠ 너무 예뻐서 상쇄되고 퍼플러도 사고싶네요
led는 밝은 사무실에서 보면 거의 없다고 느낄정도예요"
61,22.05.02.,4,배열: 104키 / 색상: 다크그레이 / 스위치: 갈축(45g),소리도 키감도 모두 좋아요
62,22.04.19.,4,배열: 87키 / 색상: 클라리온S / 스위치: 저소음적축(45g),"윤활이 편차가 있다는 후기를 꽤 봤는데 제가 써본 바로는, 몇 키들의 압력이 좀 다르고(ex.백스페이스만 유독 무겁게 눌림...) 소리도 더 크게 나는 키들이 있기는 해요. 의식하면 느낄 수 있지만 실사용에서는 신경안쓰이는 편이고 전반적으로 만족합니다.

35g은 너무 잘 눌려서 손을 올려만 놓고 있어도 키가 눌린다는 후기 때문에, 계속 손을 올려두고 사용하는 저는 45g을 샀는데 생각했던 것 보다 굉장히 잘 눌려서 오히려 35g으로 샀으면 많이 심심했겠다는 생각을 했어요. 제가 원래 키보드를 세게 치는 편인지 뭔지 모르겠지만 구름타법으로 살살 치는데도 무겁게 느껴지지 않고(백스페이스는 제외^^;) 키감도 좋습니다 추천!"
63,22.04.14.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 갈축(45g),이쁘고 좋은데 평평한 곳에 냅둬서 모서리 부분을 누르리 좌우 편차가 맞질 않네요. 정상인건지 궁금합니다
64,22.04.13.,4,배열: 104키 / 색상: 클라리온S / 스위치: 저소음적축(35g),좋아요 소음이 적어서 좋아요
65,22.04.13.,4,배열: 87키 / 색상: 클라리온S / 스위치: 밀키축(38g),"전반적으로 만족스럽습니다.
저적 35g 쓰다 타건해보니 소음은 확실히 크네요
그리고 전반적인 키캡 컨디션이 마이 안좋습니다ㅠㅠ"
66,22.03.24.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(38g),원하던 상품 구입하여 만족스럽습니다
67,22.03.22.,4,배열: 87키 / 색상: ◆다크시티 / 스위치: 저소음적축(35g),저소음적축 만족합니다. 게저갈도 구매할까 고민중입니다
68,22.03.21.,4,배열: 87키 / 색상: 라이트그레이 / 스위치: 적축(45g),라이트그레이 색상과 정갈한 체리적축 타건음이 마음에 듭니다. 다만 반발력이 좀 있어 다음번엔 낮은 키압으로 도전해보려 합니다ㅎㅎ
69,22.03.20.,4,배열: 104키 / 색상: ★클라리온P / 스위치: 저소음적축(35g),키감 진짜좋고.. 완전강추입니다.
70,22.03.17.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 저소음적축(35g),"키보드 키캡이 K랑L 위치가 바껴있던게
찝찝하긴 하지만 좋습니다"
71,22.03.16.,4,배열: 104키 / 색상: 라이트그레이 / 스위치: 저소음적축(45g),좋았는데 특정키들 소리가 삐걱삐거 소리나염ㅠㅠ
72,22.03.16.,4,배열: 87키 / 색상: 클라리온P / 스위치: 게이트론 저소음갈축,색깔 예쁘고 소음 적어서 좋네요
73,22.03.15.,4,배열: 87키 / 색상: 클라리온P / 스위치: 밀키축(38g),정말 키감이 예술입니다 스테빌라이저부분이 조금다른부분에비해 소음이 조금 있기는 하지만 대체로 만족합니당
74,22.03.09.,4,배열: 87키 / 모델: □라이트그레이(게이트론 저소음갈축),다시 생각나는 키감
75,22.03.07.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(38g),]키캡 하나가 긁혀서 온 거 빼고는 만족합니다.
76,22.03.06.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축,게저갈 확실히 사각사각하고 좋습니다 대신에 접점부소음인지 스프링 소리인지 들립니다 뽑기가 실패한것인가..ㅠ
77,22.03.06.,4,배열: 87키 / 색상: 다크그레이 / 스위치: 코랄축(38g),"빌드퀄리티가 정말 좋습니다.
윤활도 전체적으로 균일하게 잘 됐는데,
제껀 뽑기운이 나빴는지 백스페이스가 상태가 안 좋네요.

코랄축 생각보다 반발력이 강하니 키압에 민감한 분들은 신중히 선택하시기 바랍니다. 38g도 제법 묵직하거든요^^"
78,22.03.01.,4,배열: 104키 / 색상: 라이트그레이 / 스위치: 코랄축(45g),백스페이스키 만 스프링소리가나서 아쉽긴 하네요ㅜ
79,22.02.28.,4,배열: 104키 / 모델: ▲다크그레이(저소음적축45g),소음없어서 사무실에서 쓰기 좋아요
80,22.02.27.,4,배열: 87키 / 색상: ◎퍼플러 / 스위치: 코랄축(38g),as받았지만 스프링 소리가 여전해서 살짝 거슬려요
81,22.02.25.,4,배열: 104키 / 색상: 클라리온P / 스위치: 갈축(45g),"이쁘고 타건감 좋습니다
스테빌 유격이 심한 제품이 뽑혀서 아쉽지만
스위치는 진짜 좋습니다"
82,22.02.22.,4,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(45g),색이 너무 마음에 들어요 다만 키캡 몇개가 검정색으로 오염되어 있어서 아쉽네요
83,22.02.18.,4,배열: 87키 / 모델: ▲다크그레이(게이트론 저소음갈축),아주 만족스럽습니다 조용하며 타격감도 좋고 하나더 사서 사무실에 사용할까 생각중입니다. 만족 ㅎ
84,22.02.14.,4,배열: 87키 / 모델: ☆클라리온2(저소음적축35g),좋네요 한달써도 아주요오
85,22.02.08.,4,배열: 87키 / 색상: ★클라리온P / 스위치: 저소음적축(35g),색상도 예쁘고 맘에 듵어요
86,22.02.01.,4,배열: 87키 / 색상: ◎퍼플러 / 스위치: 밀키축(38g),"지금도 좋지만
하우징재질 바꾸기전인 보라색하우징때가
키감이 더 좋았던 거 같네요."
87,22.01.22.,4,배열: 104키 / 색상: ▲다크그레이 / 스위치: 게이트론 저소음갈축,"타건감은 생각대로 너무 좋습니다.
아래쪽 키들이 한두개씩 탕탕거리기는 하는데 원래 이런건지 애매해서 그냥 씁니다"
88,22.01.18.,4,배열: 87키 / 색상: ◎퍼플러 / 스위치: 코랄축(38g),키감은 좋은데 스프링소리가 너무 심해서 as한번 받았어요 그래도 전부 해결된건 아니라서 찝찝하지만 하우징색이 예뻐서 포기못하겠는것... 하우징만 따로 내주세요...
89,22.01.18.,4,배열: 104키 / 색상: ★클라리온P / 스위치: 저소음적축(35g),키감 좋아요 색도이쁨💕
90,22.01.10.,4,배열: 104키 / 색상: ▲다크그레이 / 스위치: 게이트론 저소음갈축,"일단 조용함 확실히 조용함 거슬리는 소리가 아니라 
차분해짐"
91,22.01.07.,4,배열: 104키 / 색상: ◎퍼플러 / 스위치: 밀키축(38g),"기존 다크시티 저적사용중입니다.
타건감과 미니멀한 기본 디자인이 맘에 들었는데 이번에 새로운 리니어축이 나온다길래 구입했습다.
처음 받아보고 느낀점은 색상이 엄청 화사하게 잘뽑혀서 나온거 같아요.
보라색이라서 좀 부담되지 않을까 걱정했는데 파스텔톤으로 볼때마다 뭐랄까...상큼하네요..ㅎㅎ

윤활상태가 초반 풀윤활제품보다는 체감상 확실히 많이 좋아진거 같습니다.완벽하게 모든 소음을 잡았다곤 할수 없지만 기성품중에선 독보적으로 통울림도 없고 풀윤활제품이라 자꾸 엠스톤제품에 눈이가네요.
이번 상품도 만족합니다.
다만 스테빌소음에 좀 민감한 편이라.. 스테빌 유격이 조금 있고 철심소리도 조금 나서 4점 드렸어요
그래도 매우 완성도 높은 키보드라 생각합니다."
92,22.01.07.,4,배열: 87키 / 색상: ◎퍼플러 / 스위치: 밀키축(45g),"스위치 색상이 보라색에서 변경된점이 아쉬워서 1점 뺏습니다.
전체적인 하우징의 디자인 및 색감도 만족스럽고
키감도 매우 좋아 만족스럽습니다."
93,22.01.05.,4,배열: 104키 / 색상: ◎퍼플러 / 스위치: 코랄축(38g),"코랄축 38g 풀리자마자 구매했습니다.
기존에 커세어 k70 적축을 수년동안 쓰고 있었어서 비교대상 커세어 뿐인데…
커세어 적축에 비해 코랄축은 좀 걸리는 감이 있습니다.
굳이 따지면 커세어 적축 전에 썼던 커세어 청축과 비슷한 타건감입니다.
코랄축 타건감에 적응 점 해야할 거 같아요.
그와 별개로…
커세어는 손목 받침대가 있어서 좋았는데 엠스톤은 크리스털 받침대를 따로 팔고 있긴 하지만 커세어 받침대를 생각하면 만족도가 떨어질 거 같아 따로 구매하진 않았네요. 
장시간 컴퓨터를 하는 제 입장에선 
완만한 손목받침대가 없는 게 매우 아쉽습니다.
혹시나 하고 받침대 호환이 가능할까 했지만..
뒷면에 아예 거는 부분이 없네요ㅠㅠ 
여튼 퍼플러가 실물깡패임은 확실합니다."
94,22.01.05.,4,배열: 87키 / 색상: ◎퍼플러 / 스위치: 코랄축(45g),색감도 너무 예쁘고 키감도 너무 좋았어요 다만 방향키캡이ㅋㅋㅋ쓰는데 별 문제없고 교환하기도 뭐해서 그냥 쓰려고합니다ㅎㅎ
95,21.12.30.,4,배열: 87키 / 색상: ◎퍼플러 / 스위치: 코랄축(38g),빠른배송이었습니다!!
96,21.12.30.,4,배열: 104키 / 색상: ◎퍼플러 / 스위치: 저소음적축(35g),"소리, 느낌 미쳤습니다 ㅠㅠ 색감 너뮤 예쁘고
키알못인 사람도 인정한 키감..그런데 왼쪽 쉬프트키와 오른쪽 쉬프트키 소리가 서로 달라 좀 아쉽네요
그치만 기계식 처음 입문인데 대성공이에요
그동안 이 좋은 걸 나만 안쓰고 있었네요ㅠㅠ 
다른 신규 제품이 나오면 꼭 써보고 싶습니다"
97,21.12.29.,4,,엔터키가 휘어있는거 말고는 전체적으로 만족스러움
98,21.12.25.,4,배열: 87키 / 모델: ☆클라리온2(저소음적축35g),무난합니다. 잘 쓰고있어요
99,21.12.17.,4,배열: 87키 / 모델: ▲다크그레이(코랄축38g),상판 마감이 너무 거친느낌?이네요
100,21.12.17.,4,배열: 87키 / 모델: ◆다크시티(저소음적축35g),원하는 타건감입니다. 조용하면서 무겁지않고...다만 다크시티 글씨가 너무 눈에 안띄어서ㅋ타이핑이 좀 어려울때가 있네요
101,21.12.16.,4,배열: 87키 / 모델: ☆클라리온2(저소음적축35g),조용하고 키감 좋아요
102,21.12.14.,4,배열: 104키 / 모델: ☆클라리온2(갈축45g),"장점은 풀윤활 키보드를 14만원대에 구입할수있다는점과
키캡놀이하기 좋고 윤활상태가 전체적으로 꽤괜찮음
케이블이 분리형 c타입케이블 이라는것도 맘에듬

단점은 키캡불량이 몇가지보임
결착이 잘안된건가 싶지만 다른 키캡으로 바꿔보면 잘들어감
오른쪽 방향키는 비닐을 벗기자마자 바로 보이는 수준인데
포장할때 이걸 발견하지 못했나? 싶은 생각이듬
키캡을 따로 살생각이면 굳이 상관없는부분

총평 풀윤활 키보드 써보고 싶으면 그냥 사라
고민할수록 배송만 늦출뿐"
