,기입날짜,별점,옵션,후기
50,23.03.08.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
51,23.03.08.,3,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
52,23.03.08.,3,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
53,23.03.06.,3,허브차 선택: 06.자스민 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 먹을만합니다. 
54,23.03.01.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 카모마일에 비하면  깔끔한  맛입니다 
55,23.03.01.,1,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요 허브차에서 석유냄새가 나는 것은 저만 느끼는 건가요?  먹어본 허브차 중에서  최하위입니다.  캐릭터만 예쁘네요 
56,23.03.06.,2,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 저한텐 향과맛이 너무강해 못먹을듯여. 
57,23.03.31.,3,허브차 선택: 06.자스민 / 수량 선택: 50티백,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 자스민향이  진하지 않고 녹차맛이 좀  강하네요 
58,23.03.08.,3,허브차 선택: 05. 로즈마리 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
59,23.03.08.,3,허브차 선택: 03. 루이보스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
60,23.03.08.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
61,23.03.08.,3,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
62,23.03.08.,3,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
63,23.03.06.,3,허브차 선택: 06.자스민 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 먹을만합니다. 
64,23.03.01.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 카모마일에 비하면  깔끔한  맛입니다 
65,23.04.12.,4,허브티 선택: 01.캐모마일차 50티백,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 어머님 불면증에 구입했는데 효과가 있었으면 하네요.. 
66,23.03.01.,1,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요 허브차에서 석유냄새가 나는 것은 저만 느끼는 건가요?  먹어본 허브차 중에서  최하위입니다.  캐릭터만 예쁘네요 
67,23.03.06.,2,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 저한텐 향과맛이 너무강해 못먹을듯여. 
68,23.03.31.,3,허브차 선택: 06.자스민 / 수량 선택: 50티백,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 자스민향이  진하지 않고 녹차맛이 좀  강하네요 
69,23.03.08.,3,허브차 선택: 05. 로즈마리 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
70,23.03.08.,3,허브차 선택: 03. 루이보스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
71,23.03.08.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
72,23.03.08.,3,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
73,23.03.08.,3,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
74,23.03.06.,3,허브차 선택: 06.자스민 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 먹을만합니다. 
75,23.03.01.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 카모마일에 비하면  깔끔한  맛입니다 
76,23.04.12.,4,허브티 선택: 01.캐모마일차 50티백,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 어머님 불면증에 구입했는데 효과가 있었으면 하네요.. 
77,23.04.12.,4,허브차 선택: 04.페퍼민트 / 수량 선택: 50티백,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 저한테는 많이 진하게 느껴져요 
78,23.03.01.,1,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요 허브차에서 석유냄새가 나는 것은 저만 느끼는 건가요?  먹어본 허브차 중에서  최하위입니다.  캐릭터만 예쁘네요 
79,23.03.06.,2,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 저한텐 향과맛이 너무강해 못먹을듯여. 
80,23.03.31.,3,허브차 선택: 06.자스민 / 수량 선택: 50티백,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 자스민향이  진하지 않고 녹차맛이 좀  강하네요 
81,23.03.08.,3,허브차 선택: 05. 로즈마리 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
82,23.03.08.,3,허브차 선택: 03. 루이보스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
83,23.03.08.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
84,23.03.08.,3,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
85,23.03.08.,3,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
86,23.03.06.,3,허브차 선택: 06.자스민 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 먹을만합니다. 
87,23.03.01.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 카모마일에 비하면  깔끔한  맛입니다 
88,23.04.12.,4,허브티 선택: 01.캐모마일차 50티백,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 어머님 불면증에 구입했는데 효과가 있었으면 하네요.. 
89,23.04.12.,4,허브차 선택: 04.페퍼민트 / 수량 선택: 50티백,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 저한테는 많이 진하게 느껴져요 
90,23.04.09.,4,허브티 선택: 02.히비스커스 50티백,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 히비스커스 차 처음 마시는데 잘 우러나고 맛이 좋네요 ! 감사합니다 
91,23.03.01.,1,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요 허브차에서 석유냄새가 나는 것은 저만 느끼는 건가요?  먹어본 허브차 중에서  최하위입니다.  캐릭터만 예쁘네요 
92,23.03.06.,2,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 저한텐 향과맛이 너무강해 못먹을듯여. 
93,23.03.31.,3,허브차 선택: 06.자스민 / 수량 선택: 50티백,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 자스민향이  진하지 않고 녹차맛이 좀  강하네요 
94,23.03.08.,3,허브차 선택: 05. 로즈마리 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
95,23.03.08.,3,허브차 선택: 03. 루이보스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
96,23.03.08.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
97,23.03.08.,3,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
98,23.03.08.,3,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
99,23.03.06.,3,허브차 선택: 06.자스민 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 먹을만합니다. 
100,23.03.01.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 카모마일에 비하면  깔끔한  맛입니다 
101,23.04.12.,4,허브티 선택: 01.캐모마일차 50티백,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 어머님 불면증에 구입했는데 효과가 있었으면 하네요.. 
102,23.04.12.,4,허브차 선택: 04.페퍼민트 / 수량 선택: 50티백,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 저한테는 많이 진하게 느껴져요 
103,23.04.09.,4,허브티 선택: 02.히비스커스 50티백,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 히비스커스 차 처음 마시는데 잘 우러나고 맛이 좋네요 ! 감사합니다 
104,23.04.07.,4,허브차 선택: 01.캐모마일차 / 수량 선택: 50티백,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 처음 시켜서 먹었는데 생각보다 좋았습니다. 
105,23.03.01.,1,허브차 선택: 02. 캐모마일 1.5gx50개입,맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요 허브차에서 석유냄새가 나는 것은 저만 느끼는 건가요?  먹어본 허브차 중에서  최하위입니다.  캐릭터만 예쁘네요 
106,23.03.06.,2,허브차 선택: 04. 페퍼민트 1.5gx50개입,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 저한텐 향과맛이 너무강해 못먹을듯여. 
107,23.03.31.,3,허브차 선택: 06.자스민 / 수량 선택: 50티백,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 자스민향이  진하지 않고 녹차맛이 좀  강하네요 
108,23.03.08.,3,허브차 선택: 05. 로즈마리 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
109,23.03.08.,3,허브차 선택: 03. 루이보스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
110,23.03.08.,3,허브차 선택: 01. 히비스커스 1.5gx50개입,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 허브 차를 처음 사는 거라 비싼건지 싼건지 모르겠지만 제가 알레르기때문에 카페인 음식은 먹으면 안되서 노카페인 표기된 제품으로 싹다 구매했습니다 
