,기입날짜,별점,옵션,후기
42,23.04.07.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ
43,,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아이가 김부각을 싫어하는데 
44,,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저희 부부는 좋아해요 
45,23.04.07.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",그래서 늘 먹던거 먹고 아이는 싫어해서 안주고 
46,23.04.07.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저희만 먹다 요번에 다른걸 구매했어요 
47,23.04.06.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",가족들 다 같이 맛있게 먹었음 하는 마음에 
48,23.04.06.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",우선 하나만 구매했눈데 
49,23.04.06.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요 
50,23.04.05.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아이가 전에 먹던거보다 더 맛있다며
51,23.04.05.,5,"옵션 선택: 50gx3봉
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",엄지까지 들어주는데 이런적은..
52,23.04.05.,5,"옵션 선택: 50gx3개(추가 1개 추가증정)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여 
53,23.04.05.,5,"옵션 선택: 50gx3봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고 
54,23.03.30.,5,"옵션 선택: 3봉(50gx3봉)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더 
55,23.03.30.,5,"옵션 선택: 3봉(50gx3봉)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",사 두는건데 ㅠㅠ 
56,23.03.22.,5,"옵션 선택: 3봉(50gx3봉)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",그래도 맛잇는 김부각 찾아서 대 만족!! 
57,23.03.18.,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",넘 맛있어요
58,23.03.13.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",부각을 좋아해서 자주 사먹는 편인데요~
59,23.03.13.,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",와....수제부각이래서 그런가 바삭거림이 장난아니예요!!
60,23.04.08.,5,"옵션 선택: 50gx3개(추가 1개 추가증정)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",짜지않고 바삭밧삭 맛있어요
61,23.03.13.,5,"옵션 선택: 3봉(50gx3봉)
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",바싹  바싹  맛나요~~^^
62,23.04.13.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장 정말깔끔하네요 ㅎㅎ
63,23.04.13.,5,"옵션 선택: 1개(50gx1개)
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",지퍼백으로 담겨있어 남겨도 바삭함 유지할수 있어서 좋네요 ㅎㅎ
64,23.04.12.,4,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛은 너무 달지도 짜지도 않고 딱 좋은 맛이에요 전에 다른곳에서 산 김부각은 맛이너무 강해서 별로였거든요 ㅠ
65,23.04.11.,4,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도 빠르고 열어보니 아니 이렇게 귀염뽀짝 그림이 있는 김부각!!뙇 마주하고나니 열어보고 양도 넉넉해서 한번더 반했어요.😍
66,23.04.11.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",김부각 좋아하는데 이건 더 바삭바삭 김맛도 진해서 저절로 손이 가는 맛이에요~~
67,23.04.11.,5,"옵션 선택: 50gx3개(추가 1개 추가증정)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",거기에 같이 온 봉투마저 너무 예뻐서 마음이 심쿵~ㅅㅅ👍👍👍
68,23.04.11.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",재 구매 각이에요.!!
69,23.04.10.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",평소에 맥주 안주로 김부각을 자주 먹는 편인데
70,23.04.10.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장이 너무 귀여워서 시켜봤어요!!
71,23.04.10.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",찹쌀풀로 만들어서 그런지 바삭바삭하고 맥주 안주로 딱이네요 넘 맛있어요ㅎㅎ
72,23.04.10.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",다음에 또 사먹을게요!!
73,3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",어느순간 김부각 세계로 발을 들여논 사람 입니당 
74,23.04.09.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",이 김부각은 짜지도 않고 넘 맛잇게 먹었어요 ㅠ 
75,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",고소하고 바삭하고 진짜 간식으로 최고입니다 👍
76,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",어느순간 한봉지 다먹는 저를 발견할 수 있어욥 ㅠ
77,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",엄마아빠도 이거 넘 좋아하세요!!
78,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",역시 믿고먹는 우고래빗입니다
79,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",차나 견과류 주문시 너무 만족해서 
80,23.04.08.,5,"옵션 선택: 50gx3개(추가 1개 추가증정)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",김부각도 주문해봤는데 너무너무 맛있어요!!
81,23.04.08.,5,"옵션 선택: 50gx3개(추가 1개 추가증정)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ
82,23.04.07.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ
83,,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아이가 김부각을 싫어하는데 
84,,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저희 부부는 좋아해요 
85,23.04.07.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",그래서 늘 먹던거 먹고 아이는 싫어해서 안주고 
86,23.04.07.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저희만 먹다 요번에 다른걸 구매했어요 
87,23.04.06.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",가족들 다 같이 맛있게 먹었음 하는 마음에 
88,23.04.06.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",우선 하나만 구매했눈데 
89,23.04.06.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요 
90,23.04.05.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아이가 전에 먹던거보다 더 맛있다며
91,23.04.05.,5,"옵션 선택: 50gx3봉
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",엄지까지 들어주는데 이런적은..
92,23.04.05.,5,"옵션 선택: 50gx3개(추가 1개 추가증정)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여 
93,23.04.05.,5,"옵션 선택: 50gx3봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고 
94,23.03.30.,5,"옵션 선택: 3봉(50gx3봉)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더 
95,23.03.30.,5,"옵션 선택: 3봉(50gx3봉)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",사 두는건데 ㅠㅠ 
96,23.03.22.,5,"옵션 선택: 3봉(50gx3봉)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",그래도 맛잇는 김부각 찾아서 대 만족!! 
97,23.03.18.,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",넘 맛있어요
98,23.03.13.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",부각을 좋아해서 자주 사먹는 편인데요~
99,23.03.13.,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",와....수제부각이래서 그런가 바삭거림이 장난아니예요!!
100,23.03.10.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을
101,23.03.09.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",더 높여줘요~
102,23.03.08.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이
103,23.03.07.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",유지됩니다~
104,23.03.06.,5,"옵션 선택: 3봉(50gx3봉)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~
105,,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요
106,,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",입이 심심할때마다 간식으로 먹으려고 주문했는데
107,,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요
108,23.03.04.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다
109,23.03.03.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",간도 딱 적당하고 적당히 짭조름 하면서 고소하니
110,23.03.03.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ;
111,23.03.03.,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",쟁여두고 먹어야겠어요 김부각 좋아하시는분들은
112,23.03.03.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",다 무난하게 좋아하실듯한 호불호없는 맛이에요
113,23.03.03.,5,"옵션 선택: 3봉(50gx3봉)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",예전에 방영하던 나혼자산다 화사님 편을 보는데
114,23.03.03.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서
115,23.03.03.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",바로 구매해봤습니다 진짜 식감 바삭바삭하고
116,23.03.02.,5,"옵션 선택: 1봉(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ
117,23.03.02.,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다
118,23.03.02.,5,"옵션 선택: 50gx1봉
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯..
119,23.03.02.,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",먹어본것중 최고!!
120,23.04.08.,5,"옵션 선택: 50gx3개(추가 1개 추가증정)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",짜지않고 바삭밧삭 맛있어요
121,23.03.13.,5,"옵션 선택: 3봉(50gx3봉)
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",바싹  바싹  맛나요~~^^
122,23.04.13.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장 정말깔끔하네요 ㅎㅎ
123,23.04.13.,5,"옵션 선택: 1개(50gx1개)
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",지퍼백으로 담겨있어 남겨도 바삭함 유지할수 있어서 좋네요 ㅎㅎ
124,23.04.12.,4,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛은 너무 달지도 짜지도 않고 딱 좋은 맛이에요 전에 다른곳에서 산 김부각은 맛이너무 강해서 별로였거든요 ㅠ
125,23.04.11.,4,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도 빠르고 열어보니 아니 이렇게 귀염뽀짝 그림이 있는 김부각!!뙇 마주하고나니 열어보고 양도 넉넉해서 한번더 반했어요.😍
126,23.04.11.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",김부각 좋아하는데 이건 더 바삭바삭 김맛도 진해서 저절로 손이 가는 맛이에요~~
127,23.04.11.,5,"옵션 선택: 50gx3개(추가 1개 추가증정)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",거기에 같이 온 봉투마저 너무 예뻐서 마음이 심쿵~ㅅㅅ👍👍👍
128,23.04.11.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",재 구매 각이에요.!!
129,23.04.10.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",평소에 맥주 안주로 김부각을 자주 먹는 편인데
130,23.04.10.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장이 너무 귀여워서 시켜봤어요!!
131,23.04.10.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",찹쌀풀로 만들어서 그런지 바삭바삭하고 맥주 안주로 딱이네요 넘 맛있어요ㅎㅎ
132,23.04.10.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",다음에 또 사먹을게요!!
133,3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요,5,"옵션 선택: 50gx1봉
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",어느순간 김부각 세계로 발을 들여논 사람 입니당 
134,23.04.09.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",이 김부각은 짜지도 않고 넘 맛잇게 먹었어요 ㅠ 
135,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",고소하고 바삭하고 진짜 간식으로 최고입니다 👍
136,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",어느순간 한봉지 다먹는 저를 발견할 수 있어욥 ㅠ
137,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",엄마아빠도 이거 넘 좋아하세요!!
138,23.04.08.,5,"옵션 선택: 1개(50gx1개)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",역시 믿고먹는 우고래빗입니다
